Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”,Name: “Table 1 of 1 on page 47 of 75”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2006 - 2007 BUDG ET,2006 - 2007 BUDG ET,,,,,,,
HIGH SCHOOL,-,SOCIAL WORKER,1.0.32.1.61220 ...,1.0.32.1.61220 ...,,,,,,,PAGE34,PAGE34,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPR!ATED,,PROJECTED,,(=DECREASE),o;o,,
1110,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"24,937",$,"30,108",$,"31, 52 0",$,"1,412",,4.7%,
2100,FICA BENEFITS,FICA BENEFITS,$,"1,918",$,"2, 303",$,"2,411",$,108,,4.7%,
2210,VRS BENEFITS,,$,"2,912",$,"3,664",$,"4,652",$,988,27.0%,27.0%,
2400,GLI BENEFITS,,$,,$,,$,154,$,154,100.0%,100.0%,
,,TOTAL,$,"29,767",$,"36,075",$,"38,738",$,"2,663",,7.4%,
,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,,7/19/2006,4:22,P M
