Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”,Name: “Table 1 of 1 on page 30 of 75”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-SOCIAL WORKER,,1.0.22.1.61220 ...,,,,,,,PAGE 17,PAGE 17
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1110,SOCIAL WO RKER SALARIE S,SOCIAL WO RKER SALARIE S,$,"24,938",$,"30,108",$,"31,520",$,"1,412",,4.7%
2100,FICA BENEFITS,,$,"1,819",$,"2,303",$,"2,411",$,108,,4.7%
2210,VRS BENEFITS,,$,"2,912",$,"3,664",$,"4,652",$,988,27.0%,27.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"3,900",$,"1,684",$,"4,622",$,"2,938",174.5%,174.5%
2400,GLI BENEFITS,,$,,$,-,$,154,$,154,100.0%,100.0%
,,TOTAL,$,"33,569",$,"37,759",$,"43,360",$,"5,601",14.8%,14.8%
,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,,7/19/2006,4:22PM
