Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”,Name: “Table 1 of 1 on page 43 of 75”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
MIDDLE SCHOOL,MIDDLE SCHOOL,•,VOCATIONAL INSTRU CTION,VOCATIONAL INSTRU CTION,1.0.31.3.611 00 •.•,1.0.31.3.611 00 •.•,,,,,,PAGE 30,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%:,
11 20,IN STRUCTIONAL SALARIES,IN STRUCTIONAL SALARIES,IN STRUCTIONAL SALARIES,$,"101,851",$,"108,119",$,"11 3,251",$,"5,132",,4 .7%
2100,FICA BENEFITS,FICA BENEFITS,FICA BENEFITS,$,"7,728",$,"8,271",$,"8,664",$,393,,4.7%
2210,VRS BENEFITS,VRS BENEFITS,VRS BENEFITS,$,"11,867",$,"13,169",$,"16,716",$,"3,547",26 .9%,26 .9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,"4,680",$,"9,440",$,"6,445",$,"(2,995)",-31 .7%,-31 .7%
2400,GLI BENEFITS,GLI BENEFITS,GLI BENEFITS,$,,$,,$,555,$,555,,0.0%
5500,TRAVEL,,,$,629,$,650,$,650,$,,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"4,614",$,"4,618",$,"4,618",$,,,0.0%
8200,EQU IPMENT ADD\T\01'-JS,EQU IPMENT ADD\T\01'-JS,EQU IPMENT ADD\T\01'-JS,$,"2,236",$,"2,500",$,"2,500",$,,,0.0%
,,,TOTAL,$,"133,605",$,"146,767",$,"153,398",$,"6,631",,4.5%
,Budget Expenditure 2006-2007 fin al 7 -15-0G .xl s,Budget Expenditure 2006-2007 fin al 7 -15-0G .xl s,Budget Expenditure 2006-2007 fin al 7 -15-0G .xl s,Budget Expenditure 2006-2007 fin al 7 -15-0G .xl s,,,,,,,,7/19/2006,4:22PM
