Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”,Name: “Table 1 of 1 on page 63 of 75”
Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,,
SCHOOL FOOD SERVICE,SCHOOL FOOD SERVICE,1.0.90.0.651 00 ..•..,,,,,,,,,PAGE 50,PAGE 50,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,".,",,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,( .. DECREASE),/D,,
1110,ADMINISTRATIVE SALARY,,$,"28,422",$,-,$,,$,-,,0.0%,
1180,FOOD SERVICE SALARIES,,$,"152,122",$,"185,000",$,"210,466",$,"25,466",13.8%,13.8%,
1181,SUBSTITUTE SALARIES,,$,,$,"4,000",$,,$,"(4,000)",-100.0%,-100.0%,
2100,FICA BENEFITS,,$,"13,225",$,"14,459",$,"15,749",$,"1,291",,8.9%,
221 0,VRS BENEFITS,,$,"16,819",$,"23,001",$,"22,917",$,(84),-0.4%,-0.4%,
2300,HEALTH BENEFITS,,$,"46,560",$,"37,419",$,"40,600",$,"3,181",,8.5%,
2400,GLI BENEFITS,,$,-,$,-,$,761,$,761,100.0%,100.0%,
5800,MEAL REIMB. - OPERATION,,$,"90,029",$,"59,050",$,"59,050",$,,,0.0%,
,,TOTAL,$,"347,177",$,"322,929",$,"349,543",$,"26,614",,8.2%,
,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,,,,,,,,7/19/2006,4 22,PM
