Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”,Name: “Table 1 of 1 on page 27 of 75”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
PRIMARY SCHOOL,-,OTHER,1.0.21.5.611 00 •..,1.0.21.5.611 00 •..,,,,,,,,PAGE14,PAGE14
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,,$,"89,440",$,"94,900",$,"99,373",$,"4,473",,4.7%
2100,FICA BENEFITS,FICA BENEFITS,,$,"6,735",$,"7,260",$,"7,602",$,342,,4.7%
2210,VRS BENEFITS,VRS BENEFITS,,$,"10,445",$,"12,443",$,"14,667",$,"2,224",17.9%,17.9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"5,063",$,"5,813",$,"5,982",$,169,,2.9%
2400,GLI BENEFITS,,,$,-,$,-,$,487,$,487,100.0%,100.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,88,$,920,$,920,$,-,,0.0%
,,TOTALS,,$,"111,771",$,"121,336",$,"129,031",$,"7,695",,6.3%
,TOTAL PRIMARY,TOTAL PRIMARY,,$,"2,557,398",I $,"2,739.306",I $,"2 ,928,051",I $,"188,745",6.9%,6.9%
,ELEM. HOMEBOUND,ELEM. HOMEBOUND,,$,"6,120 I$","6,120 I$","4,145",I$,"6,091",I$,"1,946",47.0%,47.0%
,,,TOTALSI,$,"2,563,518 I $","2,563,518 I $","2,743,450 I $","2,743,450 I $","2,934,141",I $,"190,691",7.0%,7.0%
,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,,7/19/2006,4:22 PM
