Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”,Name: “Table 1 of 1 on page 28 of 75”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,INSTRUCTION,1.0.22.1.611 00 ••.,,,,,,,,PAGE 15,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,{·DECREASE),0/o,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"1,186,126",$,"1,240,000",$,"1,250,596",$,"10,596",,0.9%
1123,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,$,,$,"4,500",$,"3,000",$,"(1 ,500)",100.0%,100.0%
1151,AIDES SALARIES,,,$,"36,781",$,"40,226",$,"54,380",$,"14,154",35.2%,35.2%
1520,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,$,"38,717",$,"41,045",$,"41,045",$,,,0.0%
1620,SOL RESOURCE STIPEND,SOL RESOURCE STIPEND,SOL RESOURCE STIPEND,$,,$,-,$,,$,,,0.0%
2100,FICA BENEFITS,,,$,"98,157",$,"101,077",$,"108,719",$,"7,642",,7.6%
221 0,VRS BENEFITS,,,$,"144,237",$,"155,932",$,"200,232",$,"44,300",28.4%,28.4%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"70,036",$,"87,724",$,"84,331",$,"(3,393)",-3.9%,-3.9%
2400,GLI BENEFITS,,,$,-,$,-,$,"6,748",$,"6,748",,0.0%
3000,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,$,"4,573",$,"7,110",$,"4,910",$,"(2,200)",-30.9%,-30.9%
3001,PURCHASE SERVICES,PURCHASE SERVICES,PURCHASE SERVICES,$,"5,812",$,-,$,,$,,,0.0%
5500,TRAVEL,,,$,"2,113",$,"2,525",$,"2,525",$,,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"12,929",$,"17,500",$,"15,500",$,"(2,000)",-11.4%,-11.4%
6001,SPANISH CURRICULAR FOR 5th GR.,SPANISH CURRICULAR FOR 5th GR.,SPANISH CURRICULAR FOR 5th GR.,$,,$,-,$,,$,,,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"2,264",$,"2,800",$,"2,800",$,,,0.0%
8201,OTHER USE OF FUNDS,OTHER USE OF FUNDS,OTHER USE OF FUNDS,$,585,$,"2,420",$,"2,420",$,,,0.0%
,TOTAL,TOTAL,TOTAL,$,"1,602,329",$,"1,702,859",$,"1,777,206",$,"74,347",,4.4%
,Budget Expenditure 2006-2007 final 7-1 5-06.xls,Budget Expenditure 2006-2007 final 7-1 5-06.xls,Budget Expenditure 2006-2007 final 7-1 5-06.xls,Budget Expenditure 2006-2007 final 7-1 5-06.xls,,,,,,,,7/19/2006,4:22 PM
