Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”,Name: “Table 1 of 1 on page 26 of 75”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,,
PRIMARY SCHOOL,-,GIFTED & TALENTED,1.0.21 .4.611 00 ...,1.0.21 .4.611 00 ...,,,,,,,PAGE13,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"30,074",$,"33,015",$,"35,750",$,"2,735",,8.3%,
2100,FICA BENEFITS,FICA BENEFITS,$,"2,301",$,"2,526",$,"2,735",$,209,,8.3%,
2210,VRS BENEFITS,VRS BENEFITS,$,"3,620",$,"4,021",$,"5,277",$,"1,255",31.2%,31.2%,
2300,HEALTH MAINT. BENEFITS,HEALTH MAINT. BENEFITS,$,805,$,"5,813",$,882,$,"(4,931 )",-84.8%,-84.8%,
2400,GLI BENEFITS,,$,-,$,,$,175,$,175,100.0%,100.0%,
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,-,$,400,$,400,$,,,0.0%,
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,41 4,$,575,$,575,$,-,,0. 0%,
,,TOTAL,$,"37,2 14",$,"46,350",$,"45,794",$,(556),-1.2%,-1.2%,
,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,7/19/2006,7/19/2006,4:22,PM
