Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”,Name: “Table 1 of 1 on page 25 of 75”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
PRIMARY SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.21.2.61100 ...,1.0.21.2.61100 ...,,,,,PAGE 12,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"179,733",$,"192,225",$,"202,087",$,"9,862",,5.1%
1151,AIDES SALARIES,AIDES SALARIES,$,"39,927",$,"43,025",$,"48,629",$,"5,604",13.0%,13.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"17,502",$,"17,997",$,"19,180",$,"1,183",,6.6%
2210,VRS BENEFITS,VRS BENEFITS,$,"25,578",$,"28,653",$,"37,006",$,"8,352",29.1%,29.1%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"13,652",$,"33,399",$,"19,963",$,"(13,436)",-40.2%,-40.2%
2400,GLI BENEFITS,,$,,$,-,$,"1,229",$,"1,229",,0.0%
3000,PURCHASE I RELATED SERV.,PURCHASE I RELATED SERV.,$,"27,222",$,"37,000",$,"37,000",$,,,0.0%
3001,PRESCHOOL HANDICAPPED,PRESCHOOL HANDICAPPED,$,"10,852",$,"13,000",$,"12,240",$,(760),-5.8%,-5.8%
3002,PRESCHOOL carryover,PRESCHOOL carryover,$,"9,855",$,-,$,-,$,,,0.0%
3003,PRESCHOOL GRANT -A,PRESCHOOL GRANT -A,$,"12,458",$,-,$,,$,,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"2,759",$,"2,760",$,"2,760",$,-,,0.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"47,088",$,"29,510",$,"29,510",$,,,0.0%
8200,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,,$,,$,-,$,,,0.0%
,,TOTAL,$,"386,625",$,"397,569",$,"409,603",$,"12,034",,3.0%
,Purchase/Related Service based on student need,Purchase/Related Service based on student need,Purchase/Related Service based on student need,,,,,,,,,
,Budget Expenditure 2006-2007 final 7-15- 06.xls,Budget Expenditure 2006-2007 final 7-15- 06.xls,Budget Expenditure 2006-2007 final 7-15- 06.xls,,,,,,,,7/19/2006,4:22PM
