Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”,Name: “Table 1 of 1 on page 65 of 75”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
INSTRUCTIONAL TECHNOLOGY,INSTRUCTIONAL TECHNOLOGY,1.0.90.9.681 00 ..•,1.0.90.9.681 00 ..•,,,,,,,,PAGE 52,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAl.,,APPROPRIATED,,PROJECTED,,( .. DECREASE},~'u,
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,,$,"166,954",$,"215,725",$,"254,926",$,"39,201",18.2%,18.2%
1141,TECHNICAL SUPPORT,,$,"19,497",$,"26,183",$,"27,180",$,997,3.8%,3.8%
2100 FICA BENEFITS,2100 FICA BENEFITS,,$,"14,490",$,"18,506",$,"21,581",$,"3,075",16.6%,16.6%
2210 VRS BENEFITS,2210 VRS BENEFITS,,$,"21,780",$,"29,440",$,"41,639",$,"12, 199",41.4%,41.4%
2300 HEALTH BENEFITS,2300 HEALTH BENEFITS,,$,"14,468",$,"21,395",$,"26,701",$,"5,306",24.8%,24.8%
2400 GROUP LIFE INSURANCE,2400 GROUP LIFE INSURANCE,,$,,$,,$,"1,382",$,"1,382",100.0%,100.0%
2700 WORKERS' COMPENSATION,2700 WORKERS' COMPENSATION,,$,"3,242",$,"3,200",$,"3,200",$,-,0.0%,0.0%
3002 RDA & MAXI MUS SUPPORT,3002 RDA & MAXI MUS SUPPORT,,$,"3,745",$,"4,295",$,"6,195",$,"1,900",44.2%,44.2%
3005 PURCHASE SERVICE MOUNTING,3005 PURCHASE SERVICE MOUNTING,3005 PURCHASE SERVICE MOUNTING,$,,$,"1,400",$,"1,400",$,-,0.0%,0.0%
5001,TELECOMMUNICATIONS,,$,"8,493",$,"14,680",$,"14,680",$,,0.0%,0.0%
5200 POSTAGE,5200 POSTAGE,,$,60,$,100,$,100,$,,0.0%,0.0%
5300 INSURANCE,5300 INSURANCE,,$,,$,"1,000",$,"1,000",$,,0.0%,0.0%
5500 TRAVEL,5500 TRAVEL,,$,,$,-,$,-,$,,0.0%,0.0%
6000 PPS TECH SUPPLIES,6000 PPS TECH SUPPLIES,,$,"6,748",$,"4,685",$,"4,685",$,,0.0%,0.0%
6001,PES TECH SUPPLIES,,$,"6,039",$,"9,370",$,"9,370",$,,0.0%,0.0%
6002 PMS TECH SUPPLIES,6002 PMS TECH SUPPLIES,,$,"9,780",$,"17,835",$,"17,835",$,,0.0%,0.0%
6003 PHS TECH SUPPLIES,6003 PHS TECH SUPPLIES,,$,"10,904",$,"8,375",$,"8,375",$,,0.0%,0.0%
6005 REPORT CARD MATERIALS,6005 REPORT CARD MATERIALS,,$,,$,"1,400",$,"1,400",$,,0.0%,0.0%
6020 PPS COMPUTER TEXTBOOKS,6020 PPS COMPUTER TEXTBOOKS,6020 PPS COMPUTER TEXTBOOKS,$,105,$,800,$,BOO,$,,0.0%,0.0%
6021,PES COMPUTER TEXTBOOKS,PES COMPUTER TEXTBOOKS,$,25,$,"2,750",$,"2,750",$,,0.0%,0.0%
6022 PMS COMPUTER TEXTBOOKS,6022 PMS COMPUTER TEXTBOOKS,6022 PMS COMPUTER TEXTBOOKS,$,,$,,$,,$,,0.0%,0.0%
6023 PHS COMPUTER TEXTBOOKS,6023 PHS COMPUTER TEXTBOOKS,6023 PHS COMPUTER TEXTBOOKS,$,357,$,"4,500",$,"4,500",$,,0.0%,0.0%
6040 PPS SOFTWARE,6040 PPS SOFTWARE,,$,"1,858",$,"4,500",$,"4,500",$,,0.0%,0.0%
6041,PES SOFTWARE,,$,"2,740",$,"1,600",$,"1,600",$,,0.0%,0.0%
