Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”,Name: “Table 1 of 1 on page 23 of 75”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
PRIMARY SCHOOL,-,MEDIA,1.0.21.1.61320 ...,,,,,,,,,PAGE10,PAGE10
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"53,665",$,"36,410",$,"39,567",$,"3,157",,8.7%
1150,AIDES SALARIES,AIDES SALARIES,,$,"9,697",$,"12,610",$,"13,114",$,504,,4.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"4,557",$,"3,750",$,"4,030",$,280,,7.5%
2210,VRS BENEFITS,VRS BENEFITS,,$,"7,036",$,"6,000",$,"7,776",$,"1,776",29.6%,29.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"4,068",$,"7,509",$,"5,977",$,"(1 ,532)",-20.4%,-20.4%
2400,GLI BENEFITS,,,$,-,$,-,$,258,$,258,100.0%,100.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"4,291",$,"4,575",$,"4,175",$,(400),-8.7%,-8.7%
,,TOTALS,TOTALS,$,"83,313",$,"70,854",$,"74,897",$,"4,043",,5.7%
Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,,,,,,,,7/19/2006,4:22PM
