Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”,Name: “Table 1 of 1 on page 45 of 75”
Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
HIGH SCHOOL,-,INSTRUCTION,1.0.32.1.61100 ...,,,,,,,,PAGE 32,PAGE 32
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
11 20 INSTRUCTIONAL SALARIES,11 20 INSTRUCTIONAL SALARIES,11 20 INSTRUCTIONAL SALARIES,$,"2,131 ,880",$,"2,186,000",$,"2,275,850",$,"89,850",,4.1%
1121,IN-SCHOOL SUSPENSION,IN-SCHOOL SUSPENSION,$,,$,,$,"15,045",$,"15,045",100.0%,100.0%
1122 ISAEP,,,$,"7,059",$,"16,350",$,"7,859",$,"(8,491)",-51.9%,-51.9%
1123 NEW TEACHER MENTORSHIP,1123 NEW TEACHER MENTORSHIP,1123 NEW TEACHER MENTORSHIP,$,,$,"2,200",$,"2,200",$,,,0.0%
1125 CURRICULU M WRITING,1125 CURRICULU M WRITING,1125 CURRICULU M WRITING,$,,$,"5,000",$,"2,500",$,"(2,500)",,0.0%
1520 SUBSTITUTE TEACHERS,1520 SUBSTITUTE TEACHERS,1520 SUBSTITUTE TEACHERS,$,"46,268",$,"48,500",$,"48,500",$,,,0.0%
1620 SUPPLEMENTAL SALARIES,1620 SUPPLEMENTAL SALARIES,1620 SUPPLEMENTAL SALARIES,$,"187,398",$,"189,015",$,"197,587",$,"8,572",,4.5%
1622 PSAT/SAT STIPEND,1622 PSAT/SAT STIPEND,1622 PSAT/SAT STIPEND,$,"5,211",$,"11,000",$,"11,000",$,,,0.0%
2100 FICA BENEFITS,2100 FICA BENEFITS,2100 FICA BENEFITS,$,"190,286",$,"188,042",$,"198,878",$,"10,836",,5.8%
2210 VRS BENEFITS,2210 VRS BENEFITS,2210 VRS BENEFITS,$,"264,289",$,"268,246",$,"341,709",$,"73,463",27.4%,27.4%
2300 HEALTH BENEFITS,2300 HEALTH BENEFITS,2300 HEALTH BENEFITS,$,"203,356",$,"181,798",$,"197,251",$,"15,453",,8.5%
2400 GLI BENEFITS,2400 GLI BENEFITS,2400 GLI BENEFITS,$,,$,,$,"11 ,344",$,"11,344",100.0%,100.0%
3000 OTHER INSTRUCTIONAL COST,3000 OTHER INSTRUCTIONAL COST,3000 OTHER INSTRUCTIONAL COST,$,"15,138",$,"17,655",$,"15,155",$,"(2,500)",-14.2%,-14.2%
3001,PURCHASE SERVICES,PURCHASE SERVICES,$,"5,812",$,,$,,$,,,0.0%
3002,ATHLETIC OFFICIATING,ATHLETIC OFFICIATING,$,"14,783",$,"14,783",$,"14,783",$,,,0.0%
3810 ALT.ED. - VIRTUAL HIGH SCHOOL,3810 ALT.ED. - VIRTUAL HIGH SCHOOL,3810 ALT.ED. - VIRTUAL HIGH SCHOOL,$,,$,"9,000",$,"9,000",$,,,0.0%
5300 FOOTBALL INSURANCE,5300 FOOTBALL INSURANCE,5300 FOOTBALL INSURANCE,$,,$,"1,500",$,"1,500",$,,,0.0%
5500 TRAVEL,,,$,"3,846",$,"4,000",$,"4,000",$,,,0.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,$,"36,353",$,"40,000",$,"36,000",$,"(4,000)",-10.0%,-10.0%
6001,ACADEMIC LETTERS,ACADEMIC LETTERS,$,,$,,$,"2,000",$,"2,000",100.0%,100.0%
6002 ETCH ED SOFT ENAMEL PIN,6002 ETCH ED SOFT ENAMEL PIN,6002 ETCH ED SOFT ENAMEL PIN,$,,$,,$,850,$,850,100.0%,100.0%
6003 CALCULATOR GRANT,6003 CALCULATOR GRANT,6003 CALCULATOR GRANT,$,"9,734",$,,$,,$,,,0.0%
6004,STANFORD 10 TESTING & SCORING,STANFORD 10 TESTING & SCORING,$,,$,"2,200",$,"6,700",$,"4,500",204.5%,204.5%
6005 PSAT/SAT MATERIALS,6005 PSAT/SAT MATERIALS,6005 PSAT/SAT MATERIALS,$,"2,453",$,"4,000",$,"7,150",$,"3,150",78.8%,78.8%
6006,"SCORING FOR,VAAP & VGLA","SCORING FOR,VAAP & VGLA",$,,$,,$,,$,,100.0%,100.0%
6007 ATHLETIC UNIFORMS,6007 ATHLETIC UNIFORMS,6007 ATHLETIC UNIFORMS,$,"40,100",$,"30,000",$,"30,000",$,,,0.0%
6008 BAND OPERATIONS,6008 BAND OPERATIONS,6008 BAND OPERATIONS,$,,$,,$,"10,000",$,"10,000",100.0%,100.0%
7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,$,"224,197",$,"260,921",$,"271 ,358",$,"10,437",,4.0%
7005 TUITION SUMMER GOV. SCHOOL,7005 TUITION SUMMER GOV. SCHOOL,7005 TUITION SUMMER GOV. SCHOOL,$,,$,,$,"3,000",$,"3,000",100.0%,100.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"65,003",$,"22,575",$,"22,575",$,,,0.0%
8201,OTHER USE OF FUNDS,OTHER USE OF FUNDS,$,938,$,946,$,946,$,,,0.0%
8203 VO.ED . DISADVANTAGED (C.Perkins),8203 VO.ED . DISADVANTAGED (C.Perkins),8203 VO.ED . DISADVANTAGED (C.Perkins),$,"15,046",$,"22,353",$,"15,442",$,"(6,911)",-30.9%,-30.9%
,,TOTAL,$,"3,469,149",$,"3,526,084",$,"3,760,182",$,"234,098",,6.6%
Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,7/24/2006,7/24/2006,1 0:43 AM
