Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”,Name: “Table 1 of 1 on page 41 of 75”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
MIDDLE SCHOOL,-,OFFICE OF TH E PRINCIPAL,OFFICE OF TH E PRINCIPAL,1.0.31.1.6141 0 ...,,,,,,,PAGE 28,PAGE 28
CODE,BUDGET FUNCTI ON,BUDGET FUNCTI ON,,2004/2005,,2005/2006,,2006/2007,,+ INCREASE,,
,,,,.l•.CTUAL,,APPROPRIATED,,PROJECTED,,"(""'DECREASE }",o/u,
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"66,040",$,"68,682",$,"71,429",$,"2,747",,4.0%
1127,ASST. PRINCIPAL'S SALARY,ASST. PRINCIPAL'S SALARY,$,"48,690",$,"57,325",$,"63,200",$,"5,875",10.2%,10.2%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"47,589",$,"49,674",$,"55,140",$,"5,466",11.0%,11.0%
21 DO,FICA BENEFITS,FICA BENEFITS,$,"12,197",$,"13,440",$,"14,517",$,"1,078",,8.0%
2210,VRS BENEFITS,VRS BENEFITS,$,"17,792",$,"21,398",$,"28,010",$,"6,612",30.9%,30.9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"12,305",$,"8,177",$,"14,650",$,"6,473",79.2%,79.2%
2400,GLI BENEFITS,,$,,$,,$,930,$,930,,0.0%
,,TOTAL,$,"204,613",$,"218,696",$,"247,876",$,"29,180",13.3%,13.3%
,Budget Expenditure 2006-2007 fi nal 7-15-06.xl s,Budget Expenditure 2006-2007 fi nal 7-15-06.xl s,Budget Expenditure 2006-2007 fi nal 7-15-06.xl s,,,,,,,,7/1 9/2006,4:22 PIVI
