Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”,Name: “Table 1 of 1 on page 56 of 75”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,
DIVISION WIDE,-,ADMINISTRATION,1.0.90.0.62120 .....,1.0.90.0.62120 .....,,,,,,,PAGE43
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1112,SUPERINTENDENT SALARY,,$,"104,405",$,"111,191",$,"116,751",$,"5,560",5.0%
1112A,OTHER COMPENSATION,,$,"21,768",$,"18,310",$,"23,585",$,"5,275",28.8%
1113,ASST. SUPERINTENDENT,,$,"88,560",$,"91,993",$,"95,564",$,"3,571",3.9%
1130,OTHER PROFESSIONAL,,$,"291,791",$,"307,000",$,"310,750",$,"3,750",1.2%
1150,CLERICAL SALARI ES,,$,"225,590",$,"259,107",$,"269,200",$,"10,093",3.9%
1151,SUBSTITUTE SALARIES,,$,"3,138",$,"5,750",$,"5,750",$,,0.0%
1520,IN SCHOOL PAYROLL,,$,"51,826",$,,$,,$,,0.0%
2100,FICA BENEFITS,,$,"57,785",$,"60,939",$,"62,852",$,"1,913",3.1%
2210,VRS BENEFITS,,$,"83,434",$,"96,551",$,"116,938",$,"20,387",21.1%
2300,HEALTH BENEFITS,,$,"29,903",$,"55,650",$,"60,380",$,"4,730",8.5%
2400,GLI BENEFITS,,$,,$,,$,"3,882",$,"3,882",100.0%
2700,WORKERS COMPENSATION,WORKERS COMPENSATION,$,"4,600",$,"4,600",$,"4,600",$,,0.0%
3000,PURCHASE SERVICES,,$,"27,183",$,"39,600",$,"40,214",$,614,1.6%
3001,HOSPITALITY,,$,,$,,$,"12,000",$,"12,000",100.0%
3002,ACKNOWLEDGEMENTS,,$,"58,507",$,"55,100",$,"3,300",$,"(51,800)",-94.0%
3003,LEGAL SERVICES,,$,"9,137",$,"12,000",$,"16,000",$,"4,000",33.3%
3004,MASTERS PROGRAM- VCU,,$,,$,,$,"22,015",$,"22,015",100.0%
3005,DUES & MEMBERSHIPS,,$,,$,-,$,"12,300",$,"12,300",100.0%
3006,HUMAN RESOURCES,,$,,$,,$,"4,000",$,"4,000",100.0%
3007,REGISTRATIONS/SUBSCRIPTIONS,REGISTRATIONS/SUBSCRIPTIONS,$,,$,,$,"14,000",$,"14,000",100.0%
3008,PRESENTERS/STAFF DEVELOPM ENT,PRESENTERS/STAFF DEVELOPM ENT,$,,$,,$,"1,000",$,"1,000",100.0%
3009,TNCC - AA TUITION ASSISTANC E,TNCC - AA TUITION ASSISTANC E,$,,$,-,$,"3,500",$,"3,500",100.0%
4000,INTERNAL SERVICES,,$,,$,300,$,300,$,,0.0%
401 0,DISTRICT STAFF DEVELOPMENT,DISTRICT STAFF DEVELOPMENT,$,,$,"6,500",$,"6,500",$,,0.0%
5400,LEASES & RENTALS,,$,"25,244",$,"38,250",$,"38,250",$,,0.0%
5500,SUPT & SB TRAVEL,,$,"13,568",$,"10,200",$,"6,200",$,"(4,000)",-39.2%
5501,INSTRUCTIONAL TRAVEL,,$,,$,,$,"3,000",$,"3,000",100.0%
5502,FINANCE TRAVEL,,$,,$,,$,"2,500",$,"2,500",100.0%
5503,STAFF MILEAG E,,$,,$,-,$,"2,500",$,"2,500",100.0%
6000,MATERIALS I SUPPLIES,,$,"13,992",$,"9,851",$,"10,347",$,496,5.0%
8200,EQUIPMENT AD DITIONS,,$,"4,710",$,"1,800",$,"1,800",$,,0.0%
,,TOTAL,$,"1, 115,143",$,"1,184,692",$,"1,269,978",$,"85,287",7.2%
3000,Audit fee increase,,,,,,,,,,
"3004 Masters Cohort@ VCU, W & M, Para Pro Tests & Praxix Tests","3004 Masters Cohort@ VCU, W & M, Para Pro Tests & Praxix Tests","3004 Masters Cohort@ VCU, W & M, Para Pro Tests & Praxix Tests","3004 Masters Cohort@ VCU, W & M, Para Pro Tests & Praxix Tests","3004 Masters Cohort@ VCU, W & M, Para Pro Tests & Praxix Tests",,,,,,,
Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,,,,,,7/24/2006,10:30 AM
