Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”,Name: “Table 1 of 1 on page 38 of 75”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,
,,,,2006 • 2007 BUDGET,2006 • 2007 BUDGET,,,,,
MIDDLE SCHOOL ·INSTRUCTION,MIDDLE SCHOOL ·INSTRUCTION,1.0.31.1.611 00 .. .,,,,,,,,PAGE 25
CODE,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,$,"1,484,754",$,"1,560,627",$,"1,630,683",$,"70,056",4 .5%
1123,AFTER SCHOOL REMEDIATION,$,,$,"4,500",$,"3,000",$,"(1,500)",100.0%
1125,CURRICULUM WRITING,$,,$,"5,000",$,"5,000",$,,100.0%
11 51,AID ES SALARIES,$,,$,,$,,$,,0.0%
1520,SUBSTITUTE TEACH ER,$,"38,566",$,"41,050",$,"41,050",$,,0.0%
1620,SUPPLEMENTAL SALARIES,$,"20,865",$,"24,553",$,"53,600",$,"29,047",118.3%
2100,FICA BENEFITS,$,"118,281",$,"124,512",$,"138,995",$,"14,483",11.6%
2210,VRS BENEFITS,$,"166,497",$,"190,252",$,"254,373",$,"64,121",33.7%
2300,HEALTH BENEFITS,$,"80,566",$,"104,245",$,"107,138",$,"2,893",2.8%
2400,GLI BENEFITS,$,,$,,$,"8,445",$,"8,445",100.0%
3000,OTH ER INSTRUCTIONAL COST,$,"6,311",$,"7,750",$,"5,550",$,"(2,200)",-28.4%
3001,PURCHASE SERVICES,$,"5,812",$,,$,,$,,0.0%
5500,TRAVEL,$,680,$,"2,200",$,"2,200",$,,0.0%
6000,MATERIALS & SUPPLIES,$,"21,175",$,"24,903",$,"22,903",$,"(2,000)",-8.0%
6007,BAND OPERATIONS,$,,$,,$,"3,000",$,"3,000",100.0%
6030,REMEDIAL SUPPLIES,$,18,$,"1,945",$,"1,945",$,,0.0%
8200,EQUIPM ENT ADDITIONS,$,"8,439",$,"2,775",$,"2,775",$,,0.0%
8201,OTHERUSE OFFUNDS,$,856,$,"1,460",$,"1,460",$,,0.0%
8203,VO .ED./ DISADVANTAGED,$,"7,681",$,,$,,$,,0.0%
,TOTAL,$,"1,960,502",$,"2,095,772",$,"2,282,117",$,"186,345",8.9%
1620,extra period stipends x 2,,,,,,,,,
,Budget Expend iture 2006-2007 final 7 -15-06.xls,Budget Expend iture 2006-2007 final 7 -15-06.xls,,,,,,,7/24/2006,10:42 AM
