Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”,Name: “Table 1 of 1 on page 31 of 75”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,MEDIA,1.0.22.1.61320 ...,,,,,,,,PAGE18,PAGE18
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"46,233",$,"49,062",$,"51,379",$,"2,317",,4.7%
1150,AIDES SALARIES,,,$,"17,443",$,"19,403",$,"21,475",$,"2,072",10.7%,10.7%
2100,FICA BENEFITS,,,$,"4,881",$,"5,238",$,"5,573",$,336,,6.4%
2210,VRS BENEFITS,,,$,"7,414",$,"8,332",$,"10,753",$,"2,421",29. 1%,29. 1%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"1,578",$,"2,544",$,"1,675",$,(869),-34.1%,-34.1%
2400,GLI BENEFITS,,,$,-,$,-,$,357,$,357,100.0%,100.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"2,280",$,"5,000",$,"5,000",$,,,0.0%
,TOTAL,TOTAL,TOTAL,$,"79,828",$,"89,579",$,"96,213",$,"6,634",,7.4%
,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,,7/1 9/2006,4:22PM
