Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”,Name: “Table 1 of 1 on page 50 of 75”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
HIGH SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.32.2.611 00 .....,1.0.32.2.611 00 .....,1.0.32.2.611 00 .....,,,,,PAGE 37,PAGE 37
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"171,384",$,"188,745",$,"204,500",$,"15,755",,8.3%
11 51,AIDES SALARIES,AIDES SALARIES,$,"27,181",$,"30,714",$,"51 ,550",$,"20,836",67.8%,67.8%
21 00,FICA BENEFITS,FICA BENEFITS,$,"14,656",$,"16,789",$,"19,588",$,"2,799",16.7%,16.7%
2210,VRS BENEFITS,VRS BENEFITS,$,"23,927",$,"26,708",$,"37,793",$,"11,085",41.5%,41.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"14,736",$,"26,151",$,"28,374",$,"2,223",,8.5%
2400,GLI BENEFITS,GLI BENEFITS,$,,$,,$,"1,255",$,"1,255",100.0%,100.0%
3000,PURCHASE/RELATED SERV.,PURCHASE/RELATED SERV.,$,186,$,,$,,$,,,0.0%
3810,TUITION PAID INSTATE,TUITION PAID INSTATE,$,,$,"26,250",$,"26,250",$,,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,051",$,"1,000",$,"1,000",$,,,0.0%
6005,JOB COACH MATERIALS,JOB COACH MATERIALS,$,,$,"1,000",$,"1,000",$,,100.0%,100.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"92,849",$,"148,498",$,"148,498",$,,,0.0%
8200,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,,$,-,$,,$,,,
,,TOTAL,$,"345,970",$,"465,855",$,"519,807",$,"53,953",11.6%,11.6%
,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,,7/1 9/2006,4:22 PM
