Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”,Name: “Table 1 of 1 on page 74 of 75”
Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
STATE TECHNOLOGY GRANT 1.0.90.9.68305,STATE TECHNOLOGY GRANT 1.0.90.9.68305,,,,,,,,,PAGE 61,
CODE,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
3000,PURCH SERVIINTERN ET ACC ESS,$,"12,898",$,"6,000",$,"6,000",$,,,0.0%
3002,CARRY-OVER INTERNET ACC ESS,$,-,$,,$,-,$,,,0.0%
6000,TECH SUPPLIES/OTH ER USE FUND S,$,,$,10,$,10,$,,,0.0%
6002,CARRY-OVER OTHER USE FUNDS,$,-,$,,$,,$,,,0.0%
6040,TECH SOFTWARE/INSTRUCT/REMED,$,"6,935",$,"8,819",$,"8,819",$,,,0.0%
6042,TECH.SOFTW ARE-CARRY ~OV E R,$,545,$,,$,,$,,,0.0%
6050,PROFE SSIONAL DEVELOPM ENT,$,"7,818",$,"7,700",$,"7,700",$,,,0.0%
6052,PROF . DEVELOP. CARRYOVER,$,"1,503",$,,$,,$,,,0.0%
6053,REQUIRED LOCAL MATCH,$,"28,431",$,"23,100",$,"23 ,1 00",$,,,0.0%
6054,LOCAL MATCH CARRYOVER,$,-,$,,$,,$,,,0.0%
8300,HARDWARE,$,"125,375",$,"135,273",$,"135,273",$,,,0.0%
8302,HARDWARE-CARRY-OVER,$,,$,,$,,$,,,0.0%
8400,LAN CAPABILITY,$,"1,444",$,"3,898",$,"3,898",$,,,0.0%
8402,LAN CAPABILITY -CARRY-OVER,$,"2,574",$,,$,,$,,,0.0%
,TOTAL,$,"187,522",$,"184,800",$,"184,800",$,-,,0.0%
,TOTAL FEDERAL GRANTS,I$,"708,988",I $,"793,673",I $,"833,989",I $,"40,316",,
,REMEDIAL SUMM ER SCHOOL,I $,"23,997",I $,"31 ,255 1$","31 ,255 1$","33,406",I $,"2,151",,
,TOTALS!$,TOTALS!$,"732,985",I $,"824,928 I $","824,928 I $","867,396",I s,"42,468",,
,Budget Expenditure 2006-2007 fin a! 7 -15-06.x!s,Budget Expenditure 2006-2007 fin a! 7 -15-06.x!s,,,,,,,,7/19/2006,4:22PM
