Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”,Name: “Table 1 of 1 on page 55 of 75”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
SCHOOL BOARD,1.0.90.0.62110 .....,,,,,,,,,PAGE 42,
CODE,BUDGET FUNCTION,2004/2005,,,2005/2006,,2006/2007,,+INCREASE,,
,,ACTUAL,,,APPROPRIATED,,PROJECTED,,{· DECREASE},o/o,
1110 CLERK OF THE BOARD,,$,,$,,$,,$,,,0.0%
1111,BOARD MEMBERS,$,"3,060",$,"3,060",$,"3,060",$,,,0.0%
2100 FICA BENEFITS,,$,234,$,234,$,234,$,-,,0.0%
,TOTAL,$,"3,294",$,"3,294",$,"3,294",$,-,,0.0%
Budget Expenditure 2006-2007 fina17-15-06.xls,Budget Expenditure 2006-2007 fina17-15-06.xls,,,,,,,,,7/19/2006,4:22PM
