Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”,Name: “Table 1 of 1 on page 24 of 75”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
PRIMARY SCHOOL,-,OFFICE OF THE PRINCIPAL,OFFICE OF THE PRINCIPAL,1.0.21 .1.61410 ...,,,,,,,PAGE 11,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1126,PRINCIPAL SALARY,PRINCIPAL SALARY,$,"69,680",$,72.467,$,"75,366",$,"2,899",,4.0%
1127,LEAD TEACHER SPECIALIST,LEAD TEACHER SPECIALIST,$,60.463,$,"66,820",$,"70,023",$,"3,203",,4.8%
1140,OFFICE CLERK SALARY,OFFICE CLERK SALARY,$,"5,188",$,"18,687",$,"17,216",$,"(1 ,471)",-7.9%,-7.9%
1150,CLERICAL SALARY,CLERICAL SALARY,$,"22,487",$,"23,560",$,"26,486",$,"2,926",12.4%,12.4%
2100,FICA BENEFITS,FICA BENEFITS,$,"10,909",$,"13,887",$,"14,465",$,578,,4.2%
221 0,VRS BENEFITS,VRS BENEFITS,$,"18,569",$,"22,111",$,"27,910",$,"5,799",26.2%,26.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"18,342",$,"3,606",$,"21,924",$,"18,318",508.0%,508.0%
2400,GLI BENEFITS,,$,-,$,-,$,927,$,927,,0.0%
,,TOTAL,$,"205,638",$,"221,138",$,"254,316",$,"33,178",15.0%,15.0%
2300 to manage changes to enrollment in 2006,2300 to manage changes to enrollment in 2006,2300 to manage changes to enrollment in 2006,2300 to manage changes to enrollment in 2006,,,,,,,,,
Budget Expenditure 2006-2007 fina17-15-06.xls,Budget Expenditure 2006-2007 fina17-15-06.xls,Budget Expenditure 2006-2007 fina17-15-06.xls,Budget Expenditure 2006-2007 fina17-15-06.xls,,,,,,,,7/19/2006,4:22PM
