Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”,Name: “Table 1 of 1 on page 52 of 75”
Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
HIGH SCHOOL,•,GIFTED & TALENTED,1.0.32.4.611 00 .....,,,,,,,,PAGE 39,PAGE 39
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE},%,
11 20,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"49,968",$,"53,605",$,"58,693",$,"5,088",,9.5%
2100,FICA BENEFITS,FICA BENEFITS,$,"3,855",$,"4,101",$,"4,490",$,389,,9.5%
2210,VRS BENEFITS,VRS BENEFITS,$,"5,898",$,"6,524",$,"8,663",$,"2,1 39",32.8%,32.8%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"1,163",$,"2,088",$,"2,265",$,177,,8.5%
2400,GLI BENEFIT S,GLI BENEFIT S,$,,$,-,$,288,$,288,100.0%,100.0%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,280,$,400,$,400,$,,,0.0%
6000,MATERIALS I SUPPLI ES,MATERIALS I SUPPLI ES,$,796,$,800,$,800,$,,,0.0%
,,TOTAL,$,"61,960",$,"67,518",$,"75,599",$,"8,082",12.0%,12.0%
,Budget Expenditure 2006-2007 final 7-15- 06.xls,Budget Expenditure 2006-2007 final 7-15- 06.xls,Budget Expenditure 2006-2007 final 7-15- 06.xls,,,,,,,,7/19/2006,4:22PM
