Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”,Name: “Table 1 of 1 on page 37 of 75”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2006 - 2007 BUD GET,2006 - 2007 BUD GET,,,,,,
HOMEBOUND IN STRUCTION,HOMEBOUND IN STRUCTION,1.0.30.1.61230 ...,,,,,,,,PAGE24,PAGE24
CODE,BUDGET FUNCTION,2004/2005,,,2005/2006,,2006/2007,,+INCREASE,,
,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1120 INSTRUCTIONAL SALARI ES,1120 INSTRUCTIONAL SALARI ES,$,"4,778",$,"8,060",$,"9,868",$,"1,808",22 .4%,22 .4%
2100,FICA BENEFITS,$,365,$,617,$,755,$,138,22.4%,22.4%
,TOTAL,$,"5,143",$,"8,677",$,"10,622",$,"1,946",22.4%,22.4%
,An increase in the hourly rate from,,,,,,,,,,
,$15.60 to $20,,,,,,,,,,
Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,,,,,,,,,7/1 9/2006,4:22 PM
