Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”,Name: “Table 1 of 1 on page 54 of 75”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,,
,,,POQUO SON CITY SCHOOLS,POQUO SON CITY SCHOOLS,POQUO SON CITY SCHOOLS,POQUO SON CITY SCHOOLS,,,,,
,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
,ADULT EDUCATION,,,,,1.0.90.7.611 00,1.0.90.7.611 00,,,,
,,,,,,,,,,PAGE 41,
CODE,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(=DECR EASE},~/0,
11 20,INSTRUCTIONAL SALARI ES,$,"4,045",$,"8,252",$,"8,252",$,,,0.0%
2100,FICA BENEF ITS,$,309,$,708,$,708,$,,,0.0%
6000,MATERIALS I SU PPLI ES,$,,$,"1,000",$,"1,000",$,,,0.0%
,TOTAL,$,"4,355",$,"9,960",$,"9,960",$,,,0.0%
,TOTAL HIGH SCHOOL,$,"4,999,460",$,"5,209,624",$,"5,674,015",$,"464,391",,8.9%
,SECONDARY PROGRAM S,$,"127,083",$,"127,549",$,"138,102",$,"10,553",,8.3%
,ADULT EDUCAT ION,$,"4,355",$,"9,960",$,"9,960",$,-,,0.0%
,TOTALS,$,"5,1 30,898",$,"5,347,133",$,"5,822,077",$,"474,944",,8.9%
Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,Budget Expenditure 2006-2007 final 7 -15-06.xls,,,,,,,,7/19/2006,4:22PM
