Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”,Name: “Table 1 of 1 on page 67 of 75”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,,
,ADMINISTRATIVE TECHNOLOGY,1.0.90.9.68300 ...,1.0.90.9.68300 ...,,,,,,,,PAGE 54,PAGE 54,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+I NCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREA.SE),%:,,
1110,ADMINISTRATIVE SALARIES,,$,"75,397",$,"78,306",$,"80,000",$,"1,694",,2.2%,
2100,FICA BENEFITS,,$,"5,808",$,"5,990",$,"6,120",$,130,,2.2%,
2210,VRS BENEFITS,,$,"8,731",$,"9,530",$,"11 ,808",$,"2,278",23.9%,23.9%,
2300,HEALTH BENEFITS,,$,"1,163",$,648,$,978,$,330,50.9%,50.9%,
2400,GROUP LIFE INSURANCE,,$,-,$,-,$,392,$,392,,0.0%,
,,TOTAL,$,"91,099",$,"94,474",$,"99,298",$,"4,824",,5.1%,
,Budget Expenditure 2006-2007 final 7-1 5-06.xl s,Budget Expenditure 2006-2007 final 7-1 5-06.xl s,Budget Expenditure 2006-2007 final 7-1 5-06.xl s,,,,,,,,7/19/2006,4:22,P M
