Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”,Name: “Table 1 of 1 on page 58 of 75”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,DIVISION WIDE HEALTH SERVICES,DIVISION WIDE HEALTH SERVICES,DIVISION WIDE HEALTH SERVICES,1.0.90.0.62220 .....,1.0.90.0.62220 .....,,,,,PAGE45,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(=DECREASE),~'o,
1131,SCHOOL NURSES,,,$,"112,414",$,"117,130",$,"128,782",$,"11 ,652",,9.9%
1132 SUBSTITUTE NURSES,1132 SUBSTITUTE NURSES,1132 SUBSTITUTE NURSES,,$,"1,760",$,3.400,$,"3,400",$,,,0.0%
1620 SUPPLEMENT SALARY,1620 SUPPLEMENT SALARY,1620 SUPPLEMENT SALARY,,$,"1,088",$,"2,000",$,"2,000",$,,,0.0%
2100 FICA BENEFITS,2100 FICA BENEFITS,,,$,"8,834",$,"9,374",$,"10,265",$,891,,9.5%
2210 VRS BENEFITS,2210 VRS BENEFITS,,,$,"10,320",$,"14,255",$,"19,008",$,"4 ,754",33.3%,33.3%
2300 HEALTH BENEFITS,2300 HEALTH BENEFITS,2300 HEALTH BENEFITS,,$,"2,773",$,"7,887",$,"8,557",$,670,,8.5%
2400 GLI BENEFITS,2400 GLI BENEFITS,,,$,,$,-,$,631,$,631,100.0%,100.0%
3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,,$,455,$,500,$,500,$,,,0.0%
5500 TRAVEL A & H,5500 TRAVEL A & H,,,$,988,$,850,$,850,$,,,0.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,"6,082",$,"5,000",$,"5,000",$,,,0.0%
6015 HEPATITIS-B VACCINE,6015 HEPATITIS-B VACCINE,6015 HEPATITIS-B VACCINE,,$,"1,208",$,"2,000",$,"2,000",$,,,0.0%
,,,TOTAL,$,"145,923",$,"162,395",$,"180,994",$,"18,598",11.5%,11.5%
Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,,,,,,,,7/ 19/2006,4:22PM
