Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”,Name: “Table 1 of 1 on page 70 of 75”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
TITLE V,• PRIMARY SCHOOL,• PRIMARY SCHOOL,1.2.21.1.611 00 .....,,,,,,,,,PAGE,57
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1140,AIDE SALARY,,,$,"7,903",$,,$,"5,271",$,"5,271",100.0%,100.0%
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,,,,,$,,,0.0%
,,,TOTAL,$,"7,903",$,.,$,"5,271",$,"5,271",#DIV/0!,#DIV/0!
TITLE V •,ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,1.2.22.1 .61100 .....,1.2.22.1 .61100 .....,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1120 SALARIES,1120 SALARIES,,,$,,$,,$,,$,,,0.0%
1140 AIDES SALARIES,1140 AIDES SALARIES,,,$,,$,,$,,$,,,0.0%
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,$,,$,,$,,,0.0%
,,,TOTAL,$,.,$,.,$,-,$,.,,0.0%
TITLE V •,MIDDLE SCHOOL,MIDDLE SCHOOL,1.2.31.1.611 00 .....,,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,$,,$,,$,,,0.0%
,,,TOTAL,$,.,$,-,$,.,$,.,,0.0%
TITLE V •,HIGH SCHOOL,1.2.32.1 .611 00 .....,1.2.32.1 .611 00 .....,,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECT ED,,(·DECREASE),%,
3000 SOL PROF. CURRICULUM,3000 SOL PROF. CURRICULUM,3000 SOL PROF. CURRICULUM,,$,,$,,$,,$,,,0.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,,$,,$,,$,,,0.0%
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,$,,$,,$,,,0.0%
,,,TOTAL,$,.,$,.,$,.,$,.,,0.0%
,TOTAL TITLE V,·ALL,,$,"7,903",$,.,$,"5,271",$,"5,271",#DIV/01,#DIV/01
Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,,,7/19/2006,4:22 Plvl
