Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”,Name: “Table 1 of 1 on page 71 of 75”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2006 • 2007 BUDGET,2006 • 2007 BUDGET,,,,,,,
CHAPTER Vl-B,•,SPECIAL EDUCATION,1.3.20.2.611 00 .....,,,,,,,,PAGE 58,PAGE 58,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,,
11 20 INSTRUCTIONAL SALARIES,11 20 INSTRUCTIONAL SALARIES,,$,"196,656",$,"272,000",$,"285,600",$,"13,600",,5.0%,
11 21 SALARIES· CARRYOVER,11 21 SALARIES· CARRYOVER,,$,"59,630",$,,$,,$,,,0.0%,
2100 FICA BENEFITS,2100 FICA BENEFITS,,$,328,$,,$,,$,,,0.0%,
2210 VRS BENEFITS,2210 VRS BENEFITS,,$,485,$,,$,,$,,,0.0%,
2300 HEALTH BENEFITS,2300 HEALTH BENEFITS,,$,"""",$,,$,,$,,,0.0%,
2400 GLI BENEFITS,2400 GLI BENEFITS,,$,,$,,$,,$,,,0.0%,
3000 PURCHASE SERVICES,3000 PURCHASE SERVICES,,$,"48,772",$,"82,239",$,"88,803",$,"6,564",,8.0%,
3001,PURCHASE SERV ·CARRYOVER,PURCHASE SERV ·CARRYOVER,$,"5,613",$,,$,,$,,,0.0%,
3010 AUTISM GRANT,3010 AUTISM GRANT,,,,$,,$,,$,,,0.0%,
3020 SLIVER GRANT,3020 SLIVER GRANT,,$,"11 ,388",$,,$,,$,,,0.0%,
3021 SLIVER GRANT • CARRYOVER,3021 SLIVER GRANT • CARRYOVER,,$,"""",$,,$,,$,,,0.0%,
5000 SLIVER GRANT · OTHER CHARGES,5000 SLIVER GRANT · OTHER CHARGES,5000 SLIVER GRANT · OTHER CHARGES,$,,$,,$,,$,,,0.0%,
5001,SLIVER GRANT· OTHER · C/0,,$,,$,,$,"""",$,,,0.0%,
5800 VI-B MISCELLANEOUS,5800 VI-B MISCELLANEOUS,,$,,$,,$,"5,295",$,"5,295",,0.0%,
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,353,$,"1,495",$,"1,495",$,,,0.0%,
6001 MATERIALS· CARRYOVER,6001 MATERIALS· CARRYOVER,,$,"1,357",$,,$,,$,,,0.0%,
6005 SLIVER GRANT SUPPLIES,6005 SLIVER GRANT SUPPLIES,,$,"""",$,,$,,$,,,0.0%,
6006 SLIVER GRANT SUPPLIES- C/0,6006 SLIVER GRANT SUPPLIES- C/0,6006 SLIVER GRANT SUPPLIES- C/0,$,"3,225",$,,$,,$,,,0.0%,
8000 CAPITAL OUTLAY,8000 CAPITAL OUTLAY,,$,,$,,$,,$,,,0.0%,
8001,CAPITAL OUTLAY-CARRYOVER,CAPITAL OUTLAY-CARRYOVER,$,"""",$,,$,,$,,,0.0%,
8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,,$,"""",$,,$,,$,,,0.0%,
9000 SLIVER· PARENTAL INVOLVEMNT,9000 SLIVER· PARENTAL INVOLVEMNT,9000 SLIVER· PARENTAL INVOLVEMNT,$,,$,,$,,$,,,0.0%,
9001,SLIVER · PARENTAL !NV. · C/0,,$,,$,,$,,$,,,0.0%,
9002 V I-B PARENTAL INVOLVMENT,9002 V I-B PARENTAL INVOLVMENT,,$,,$,,$,,$,,,0.0%,
,,TOTAL,$,"327,806",$,"355,734",$,"381 ,193",$,"25,459",7.2%,7.2%,
,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,,,,,,,,7/19/2006,4:22,PM
