Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”,Name: “Table 1 of 1 on page 19 of 75”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
HOMEBOUND INSTRUCTION,HOMEBOUND INSTRUCTION,1.0.20.1.61230 ...,,,,,,,,PAGES,
CODE,BUDGET FUNCTION,2004/2005,,,2005/2006,,2006/2007,,+INCREASE,,
,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120 INSTRUCT IONAL SALARIES,1120 INSTRUCT IONAL SALARIES,$,"5,685",$,"3,850",$,"5,658",$,"1,808",47.0%,47.0%
2100 FICA BENEFITS,2100 FICA BENEFITS,$,435,$,295,$,433,$,138,47.0%,47.0%
,TOTAL,$,"6,120",$,"4,145",$,"6,091",$,"1,946",47.0%,47.0%
An increase in the hourly rate from,An increase in the hourly rate from,,,,,,,,,,
$15.60 to $20.00,$15.60 to $20.00,,,,,,,,,,
Budget Expenditure 2006-2007 final7-1 5-06.xls,Budget Expenditure 2006-2007 final7-1 5-06.xls,,,,,,,,,7/19/2006,4:22 PM
