Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”,Name: “Table 1 of 1 on page 15 of 75”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,
,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,2006/ 2007 BUDGET,2006/ 2007 BUDGET,2006/ 2007 BUDGET,2006/ 2007 BUDGET,,,,,
,,,,,,FINAL-Special Session,FINAL-Special Session,FINAL-Special Session,,
,STATE REVENUE,,2004/2005,,2005/2006,,2006/2007,+INCREASE,+INCREASE,PAGE2
CODE,BUDGET FUNCTION,,RECEIVED,,ESTIMATED,,PROJECTED,(-DECREASE),(-DECREASE),%
2402020,BASIC AID,$,"6,548,154",$,"6,751,650",$,"7 ,243,711",$,"492,061",7.3%
2402030,GED FUNDING I !SAEP FUNDING,$,"7,859",$,"7,859",$,"7,859",$,,0.0%
2402040,REMEDIAL SUMMER SCHOOL,$,"27,952",$,"31,255",$,"33,406",$,"2,1 51",6.9%
2402050,FOSTER CARE - REGULAR,$,"4,382",$,,$,,$,,0.0%
2402070,G IFTED & TALENTED SOQ,$,"65,094",$,"65,686",$,"70,608",$,"4,922",7.5%
2402080,REMEDIAL SOQ/Prevenflnterven/RemediatioJ,$,"17,130",$,"17,286",$,"20,666",$,"3,380",19.6%
2402090,ENROLLMENT LOSS,$,,$,,$,,$,,0.0%
2402110,COMPENSATON SUPPLEMENT,$,,$,"127,916",$,"172,216",$,"44,300",34.6%
2402120,SPECIAL EDUCATION SOQ,$,"662,935",$,"765,765",$,"533,869",$,"(231 ,896)",-30.3%
2402130,COMPOSITE INDEX,$,,$,-,$,,$,,0.0%
2402140,TEXTBOOK PAYMENTS,$,"108,125",$,"109,109",$,"172,698",$,"63,589",58.3%
2402150,SCHOOL NUTRITION,$,"6,521",$,"6,521",$,"9,549",$,"3,028",46.4%
1.'1~141 SCHOOL BREAKFAST,1.'1~141 SCHOOL BREAKFAST,$,,$,"1,657",$,"6,822",$,"5,165",311.7%
