Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”,Name: “Table 1 of 1 on page 59 of 75”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,•,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,1.0.90.0.62230 .....,1.0.90.0.62230 .....,,,,PAGE46,PAGE46
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,"{""DECREASE}",o;o,
1132,SCHOOL PSYCHOLOGIST,SCHOOL PSYCHOLOGIST,,$,"48,638",$,"57,673",$,"47,000",$,"(10,673)",-1 8.5%,-1 8.5%
2100,FICA BENEFITS,,,$,"3,683",$,"4,412",$,"3,596",$,(816),-18.5%,-18.5%
2210,VRS BENEFITS,,,$,"5,680",$,"7,019",$,"6,937",$,(82),-1.2%,-1.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"1,163",$,"1,962",$,"2,129",$,167,8.5%,8.5%
2400,GLI BENEFITS,,,$,,$,,$,230,$,230,100.0%,100.0%
,,,TOTAL,$,"59,164",$,"71,066",$,"59,892",$,"(11,174}",·15.7%,·15.7%
,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,Budget Expenditure 2006-2007 final7-15-06.xls,,,,,,,7/19/2006,7/19/2006,4:22 PM
