Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”,Name: “Table 1 of 1 on page 34 of 75”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,GIFTED & TALENTED,1.0.22.4.611 00 ...,,,,,,,PAGE 21,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"33,937",$,"33,471",$,"35,895",$,"2,424",,7.2%
2100,FICA BENEFITS,,$,"2,599",$,"2,561",$,"2,746",$,185,,7.2%
2210,VRS BENEFITS,,$,"4,057",$,"4,077",$,"5,298",$,"1,221",30.0%,30.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,623,$,"4,133",$,"4,622",$,489,11.8%,11.8%
2400,GLI BENEFITS,,$,-,$,,$,176,$,176,100.0%,100.0%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,181,$,400,$,400,$,,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,900,$,900,$,900,$,,,0.0%
,TOTAL,TOTAL,$,"42,298",$,"45,541",$,"50,037",$,"4,496",,9.9%
Budget Expenditure 2006-2007 fina17-15-06.xls,Budget Expenditure 2006-2007 fina17-15-06.xls,Budget Expenditure 2006-2007 fina17-15-06.xls,Budget Expenditure 2006-2007 fina17-15-06.xls,,,,,,,,7/19/2006,4:22 PM
