Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”,Name: “Table 1 of 1 on page 73 of 75”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,,
REMEDIAL SUMMER SCHOOL,REMEDIAL SUMMER SCHOOL,1.6.90.6.611 00 .....,1.6.90.6.611 00 .....,,,,,,,,PAGE 60,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·D ECREASE),%,,
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"21,550",$,"28,307",$,"29,722",$,"1,415",,5.0%,
,Transportation,,$,,$,,$,,$,,,0.0%,
"1120 K, 1, 2, SUMMER SCHOOL CLASSES","1120 K, 1, 2, SUMMER SCHOOL CLASSES","1120 K, 1, 2, SUMMER SCHOOL CLASSES",$,,$,,$,,$,,,0.0%,
2100,FICA BENEFITS,,$,"1,649",$,"1,718",$,"2,274",$,556,32 .3%,32 .3%,
6000,MATERIALS I SUPPLIES,,$,798,$,"1,230",$,"1,410",$,180,14.6%,14.6%,
,,TOTAL,$,"23,997",$,"31,255",$,"33,406",$,"2,151",,6.9%,
,Budget Expend iture 2006-2007 final 7-15-06 .xis,Budget Expend iture 2006-2007 final 7-15-06 .xis,Budget Expend iture 2006-2007 final 7-15-06 .xis,,,,,,,,7/1 9/2006,4:22,P lv1
