Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”,Name: “Table 1 of 1 on page 69 of 75”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,,
TITLE II-A,PRIMARY,1.3.21.1 .611 00,,,,,,,,,PAGE,56,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,,
1120 ESL TEACHER,1120 ESL TEACHER,,$,,$,,$,,$,,,0.0%,
3000,STAFF DEVELOPMENT,,$,,$,,$,,$,,,0.0%,
6000,MATERIALS I SUPPLI ES,,$,,$,,$,,$,,,0.0%,
,,TOTAL,$,-,$,.,$,.,$,.,,0.0%,
TITLE 11-A,ELEMENTARY,1.3.22.1.611 00,,,,,,,,,,,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,,
1120,SALARIES,,$,"32,852",$,"31,914",$,"33,510",$,"1,596",,5. 0%,
1140,AID ES SALARIES,,$,,$,,$,,$,,,0.0%,
1520,SUBSTITUTE SALARIES,,$,,$,,$,,$,,-100.0%,-100.0%,
3000,STAFF DEVELOPMENT,,$,,$,,$,,$,,,0.0%,
,,TOTAL,$,"32,852",$,"31,914",$,"33,510",$,"1,596",,5.0%,
TITLE II·A,MIDDLE,1.3.31.1.61100,,,,,,,,,,,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,,
3000,STAFF DEVELOPMENT,,$,,$,,$,,$,,,0.0%,
,,TOTAL,$,.,$,.,$,.,$,.,,0.0%,
TITLE II·A,HIGH,1.3.32.1.611 00,,,,,,,,,,,
CODE,BUDGET FU NCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,,
1120 SALARIES,1120 SALARIES,,$,,$,"8,000",$,"8,400",$,400,,5.0%,
3020,REMEDIATION,,$,,$,,$,,$,,,0.0%,
8200,EQUIPMENT,,$,,$,,$,,$,,,0.0%,
,,TOTAL,$,.,$,"8,000",$,"8,400",$,400,,5.0%,
TITLE II ·A,DIVISION WID E,1.3.90. 1.611 00,,,,,,,,,,,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJ ECTED,,(·D ECREASE),%,,
1120,SALARIES,,$,,$,"8,433",$,"10,129",$,"1,696",20 .1%,20 .1%,
3000,STAFF DEVELOPMENT,,$,729,$,"4,000",$,,$,"(4,000)",-100.0%,-100.0%,
3020,INTERNAL SERVIC ES,,$,,$,"2,300",$,,$,"(2,300)",-100.0%,-100.0%,
8200,EQUIPMENT,,$,,$,,$,,$,,,0.0°t~,
,,TOTAL,$,729,$,"14,733",$,"10,129",$,"(4,604)",·180%,·180%,
,TITLE 11-D TECHNOLOGY· NO CHILD,TITLE 11-D TECHNOLOGY· NO CHILD,LEFT BEHIND,,,,,,,,,,
3000,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,$,"3,636",$,"3,636",$,"1,995",$,"(1,641 )",-45.1%,-45.1%,
5500 TRAVEL,5500 TRAVEL,,$,,$,,$,,$,,,0.0%,
,,TOTAL,$,"3,636",$,"3,636",$,"1,995",$,"(1, 641 )",-45.1%,-45.1%,
,GRAND TOTAL FOR TITLE II,,$,"37,216.05",$,"58,283",$,"54,034",$,"(4,249)",-7.3%,-7.3%,
,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,7/1 9/2006,7/1 9/2006,4:22,P M
