Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”,Name: “Table 1 of 1 on page 36 of 75”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006 - 2007 BUDGET,2006 - 2007 BUDGET,,,,,,
,ELEMENTARY PROGRAMS,1.0.23.1.611 00,1.0.23.1.611 00,,,,,,,,PAGE 23,PAGE 23
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),1%,
1120,INST. SALARIES/READERS,,$,-,$,,$,"4,500",$,"4,500",100.0%,100.0%
1620,INSTRUCTIONAL STIPENDS,,$,"2,795",$,"1,000",$,"1,000",$,,0.0%,0.0%
2100,FICA BENEFITS,,$,180,.$,275,$,421,$,146,0.0%,0.0%
5500,TRAVEL,,$,-,$,500,$,500,$,,0.0%,0.0%
6000,MATERIALS,,$,264,$,"2,000",$,"2,000",$,,0.0%,0.0%
601 0,SELP TESTS FOR ESL STUDENTS,,$,-,$,,$,"4,000",$,"4,000",100.0%,100.0%
6020,NEW TEXTBOOK ADOPTION,,$,"70,746",$,"58,000",$,"58,000",$,,0.0%,0.0%
6025,REPLACEMENT I COMSUMABLES,,$,"12,491",$,"25,000",$,"25,000",$,,0.0%,0.0%
,TOTAL,,$,"86,476",$,"86,775",$,"95,421",$,"8,646",10.0%,10.0%
1120 Cost of readers to review writing samples@ PES & PMS,1120 Cost of readers to review writing samples@ PES & PMS,1120 Cost of readers to review writing samples@ PES & PMS,1120 Cost of readers to review writing samples@ PES & PMS,1120 Cost of readers to review writing samples@ PES & PMS,,,,,,,,
,TOTAL ELEMENTARY,I $,I $,"2,384,563",I $,"2,567.339 I $","2,567.339 I $","2,692.403 I $","2,692.403 I $","125,064",4.9%,4.9%
,ELEMENTARY PROGRAMS,I$,I$,"86,476",I $,"86,775",I $,"95,421",I $,8.646,10.0%,10.0%
,,TOTALSI,$,"2,471,039 I",s,"2,654,114 I",s,"2,787,824 I $","2,787,824 I $","133,710",5.0%,5.0%
Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,,7/1 9/2006,4:22PM
