Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”,Name: “Table 1 of 1 on page 46 of 75”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
HIGH SCHOOL,-,GUIDANCE,1.0.32.1.61210 . ..,,,,,,,,PAGE 33,PAGE 33
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,.LI.PPROPR!ATED,,PROJECTED,,( ~ DECREASE),o;u,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"149,358",$,"158,446",$,"165,895",$,"7,449",,4.7%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"36,497",$,"37,440",$,"43,345",$,"5,905",15.8%,15.8%
2100,FICA BEN EFITS,FICA BEN EFITS,$,"14,207",$,"14,985",$,"16,007",$,"1,022",,6.8%
2210,VRS BENEFITS,VRS BENEFITS,$,"21 ,661",$,"23,839",$,"30,884",$,"7,044",29.5%,29.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"4,261",$,"16,631",$,"11,045",$,"(5,586)",-33.6%,-33.6%
2400,GLI BENEFITS,GLI BENEFITS,$,,$,,$,"1,025",$,"1,025",100.0%,100.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"7,076",$,"9,525",$,"9,525",$,,,0.0%
6010,COURSE DESCRIPTION BOOK,COURSE DESCRIPTION BOOK,$,,$,,$,"1,000",$,"1,000",100.0%,100.0%
,,TOTAL,$,"233,060",$,"260,867",$,"278,726",$,"17,859",,6.8%
,Budget Expenditure 2006-2007 final 7- 15-06.xls,Budget Expenditure 2006-2007 final 7- 15-06.xls,Budget Expenditure 2006-2007 final 7- 15-06.xls,,,,,,,,7/1 9/2006,4:22 P M
