Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”,Name: “Table 1 of 1 on page 61 of 75”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
TRANSPORTATION,TRANSPORTATION,1.0.90.0.631 00 .....,,,,,,,,,PAGE48,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPR!ATED,,PROJECTED,,( .. DECREASE),'%,
1110,SUPERVISOR SALARY,,$,"5,725",$,"6,000",$,"6,240",$,240,,4.0%
1160,BUS AIDES,,$,,$,"39,300",$,"40,872",$,"1,572",,4.0%
1170,BUS DRIVERS SALARIES,,$,"420,645",$,"400,000",$,"416 ,000",$,"16,000",,4.0%
1171,AFTER SCHOOL REMED IATION,AFTER SCHOOL REMED IATION,$,,$,"1,000",$,"1,000",$,,,0 .0%
2100,FICA BENEFITS,,$,"32,520",$,"34,142",$,"35,505",$,"1,363",,4.0%
2210,VRS BENEFITS,,$,"39,480",$,"56,776",$,"68,355",$,"11,580",20.4%,20.4%
2300,HEALTH BENEFITS,,$,"12,407",$,"60,002",$,"65,102",$,"5,100",,8.5%
2400,GLI BENEFITS,,$,-,$,-,$,"2,269",$,"2,269",100.0%,100.0%
3000,PURCHASE SERVICES,,$,"1,014",$,800,$,800,$,,,0.0%
3800,SERV. OTHER GOV. ENTITIES,,$,"221,146",$,"201,315",$,"219,486",$,"18,171",,9.0%
5300,TRANSP. INSURANCE,,$,"33,839",$,"30,000",$,"30,000",$,,,0.0%
5500,TRAVEL,,$,,$,,$,,$,,,0.0%
8200,NEW SCHOOL BUSES,,$,,$,,$,,$,,,0.0%
,,TOTAL,$,"766,776",$,"829,335",$,"885,629",$,"56,294",,6.8%
,Budget Expenditure 2006-2007 final 7-15-06 .xls,Budget Expenditure 2006-2007 final 7-15-06 .xls,Budget Expenditure 2006-2007 final 7-15-06 .xls,,,,,,,,7119/2006,4:22PM
