Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”,Name: “Table 1 of 1 on page 16 of 75”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2006/2007 BUDGET,2006/2007 BUDGET,2006/2007 BUDGET,2006/2007 BUDGET,,,,,
,FEDERAL REVENUE,,,,,,,,,,
CODE,BUDGET FUNCTION,,,2004/2005,,2005/2006,,2006/2007,+INCREASE,+INCREASE,PAGE 3
,,,,RECEIVED,,ESTIMATED,,PROJECTED,(-DECREASE),(-DECREASE),%
10.555 SCHOOL FOOD PROGHAtv1,10.555 SCHOOL FOOD PROGHAtv1,10.555 SCHOOL FOOD PROGHAtv1,$,"85,536",$,"59,050",$,"59,050",$,,0.0%
84.027,P.L. 105-17- TITLE VI-B,,$,"245,781",$,"355,734",$,"381 ,193",$,"25,459",7.2%
,TITLE VI-B CARRYOVER,,$,"66,595",,,$,,$,,0.0%
84 .0271,SLIVER GRANT,,$,"11,388",$,,$,,$,,0.0%
,SLIVER GRANT CARRYOVER,SLIVER GRANT CARRYOVER,$,"3,225",$,,$,,$,,0.0%
84.0481,CARL PERKINS I DISADV.,HANDICAP.,$,"22,727",$,"22,353",$,"15,442",$,"(6,911)",-30.9%
84.173,PRESCHOOL HANDICAPPED GRANT,PRESCHOOL HANDICAPPED GRANT,$,"12,458",$,"13,000",$,"12,240",$,(760),-5.8%
,PRESCHOOL GRANT CARRYOVER,PRESCHOOL GRANT CARRYOVER,$,"9,855",$,"""",$,,$,,0.0%
,PRESCHOOL GRANT 2004/2006,PRESCHOOL GRANT 2004/2006,$,"10,852",$,"""",$,,$,,0.0%
84.186,DRUG FREE SCHOOLS,,$,638,$,"8,114",$,"5,126",$,"(2 ,988)",-36.8%
,DRUG FREE CARRYOVER,DRUG FREE CARRYOVER,$,"2,389",$,,$,,$,,0.0%
84.281,TITLE II· A,,$,"34 ,349",$,"54 ,647",$,"52,039",$,"(2,608)",-4 .8%
,TITLE II CARRYOVER,,$,"17,931",$,,$,,$,,0.0%
84.282,TITLE II· D,,$,"3,636",$,"3,636",$,"1,995",$,"(1,641 )",-45.1%
,TITLE II • D 02/03,,$,"14,514",$,,$,,$,,0.0%
84.293,"FOREIGN LANGUAGE ""FLAP"" GRANT","FOREIGN LANGUAGE ""FLAP"" GRANT",$,"38,039",$,,$,,$,,0.0%
,FLAP GRANT CARRYOVER,FLAP GRANT CARRYOVER,$,"27 ,219",$,,$,,$,,0.0%
84.298,TITLE V,,$,"5,325",$,,$,"5,271",$,"5,27 1",100.0%
,TITLE V • 03/04,,$,"2,578",$,,$,-,$,,0.0%
84.369 CALCULATOR GRANT,84.369 CALCULATOR GRANT,,$,"9,734",,,$,,$,,0.0%
84.841,P.L. 874 -IMPACT AID,,$,"137,648",$,"130,000",$,"130,000",$,,0.0%
3302990,OTHER FUNDS,,$,"3,949",$,,$,-,$,,0.0%
84.010,P.L. 89-10- TITLE I,,$,"87,954",$,"87,905",$,"74,458",$,"(13,447)",-15.3%
,TITLE I CARRYOVER,,$,"13,417",$,,$,,$,,0.0%
84.330 AP GRANT,84.330 AP GRANT,,$,104,$,,$,,$,,0.0%
,TOTAL FEDERAL FUNDS,,$,"867,839",$,"734,439",$,"736,814",$,"2,375",0.3%
7/1 9/2006,2:49PM,Budget Re venue A dopted on 7-1 5-06 for 200 6-2007.xls,Budget Re venue A dopted on 7-1 5-06 for 200 6-2007.xls,Budget Re venue A dopted on 7-1 5-06 for 200 6-2007.xls,,,,,,,
