Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”,Name: “Table 1 of 1 on page 14 of 75”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,
,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,2006/ 2007 BUDGET,2006/ 2007 BUDGET,2006/ 2007 BUDGET,2006/ 2007 BUDGET,,,,,
,LOCAL REVENUE,,,,,,,,,PAGE i
CODE,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,+INCREASE,+INCREASE,
,,,RECEIVED,,ESTIMATED,,PROJECTED,(-DECREASE),(-DECREASE),%
,,".,",,,,,,,,
1612020,DR!VER EDUC.A.T!ON,,,"""~'",-,$,,$,,
,,"""'",,,,,,,,
1612021,ATHLETIC PARTICIPATION,$,,$,,$,,$,,0.0%
1612040,SCHOOL FOOD SERVICE,$,"54,394",$,"263,884",$,"274,122",$,"10,238",3.9%
1899120,MISCELLANEOUS,$,"36,876",$,"50,000",$,"35,000",$,"(15,000)",-30.0%
1899121,IN-SCHOOL PAYROLL RECEIPTS,$,"94,480",$,,$,,$,,0.0%
1899125,HURRICANE ISABEL,$,"22,136",$,,$,,$,,0.0%
5105000,OPERATION,$,"7,256,200",$,"7,456,200",$,"7,880,000",$,"423,800",5.7%
5105011,CITY FUND BALANCE,$,"139,863",$,-,$,,$,,0.0%
,,,,,,,,,,0.0%
,TOTAL LOCAL FUNDS,$,"7,603,947",$,"7,770,084",$,"8,189,122",$,"419,038",5.4%
,Revenue is based on a student enrollment of 2570,Revenue is based on a student enrollment of 2570,,,,,,,,
7/19/2006,2:49 PM,Budget Revenue .A dopted on 7-15-06 for 2006-2007 .xis,Budget Revenue .A dopted on 7-15-06 for 2006-2007 .xis,,,,,,,
