Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”,Name: “Table 1 of 1 on page 22 of 75”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,
PRIMARY SCHOOL,-,GUIDANCE,1.0.21.1.6121 0 ...,,,,,,,,PAGE9,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"49,748",$,"52,805",$,"55,803",$,"2,998",,5.7%
2100,FICA BENEFITS,FICA BENEFITS,$,"3,754",$,"4,040",$,"4,269",$,229,,5.7%
2210,VRS BENEFITS,VRS BENEFITS,$,"5,810",$,"6,426",$,"8,237",$,"1,810",28.2%,28.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,830,$,899,$,905,$,6,,0.7%
2400,GLI BENEFITS,,$,-,$,-,$,273,$,273,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,872",$,"1,900",$,"1,500",$,(400),-21.1%,-21.1%
,,TOTAL,$,"62,014",$,"66,070",$,"70,987",$,"4,917",,7.4%
,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,Budget Expenditure 2006-2007 final 7-15-06.xls,,,,,,,,7/19/2006,4:22PM
