Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”,Name: “Table 1 of 1 on page 49 of 75”
Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2006- 2007 BUDGET,2006- 2007 BUDGET,,,,,,,
HIGH SCHOOL,-,OFFICE OF THE PRINCIPAL,,1.0.32.1.61410 .....,,,,,,,PAGE 36,PAGE 36,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2004/2005,,2005/2006,,2006/2007,,+INCREASE,,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),0/'0,,
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,87.961,$,"91,426",$,"95,030",$,"3,604",,3.9%,
1127,ASST. PRINCIPALS SALARIES,ASST. PRINCIPALS SALARIES,$,"133,504",$,"138,318",$,"203,255",$,"64,937",46.9%,46.9%,
11 50,CLERICAL SALARIES,CLERICAL SALARIES,$,"62,055",$,"64,540",$,"71 ,086",$,"6,546",10.1%,10.1%,
2100,FICA BENEFITS,FICA BENEFITS,$,"21,581",$,"22,513",$,"28,257",$,"5,744",25.5%,25.5%,
2210,VRS BENEFITS,VRS BENEFITS,$,"32,897",$,"35,814",$,"54,519",$,"18,705",52.2%,52.2%,
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"9,336",$,"8,563",$,"11,535",$,"2,972",34.7%,34.7%,
2400,GLI BENEFITS,,$,,$,-,$,"1,810",$,"1,810",100.0%,100.0%,
,,TOTAL,$,"347,334",$,"361,174",$,"465,492",$,"104,318",28.9%,28.9%,
,Budget Expenditure 2006-2007 fina l 7-15-06.xls,Budget Expenditure 2006-2007 fina l 7-15-06.xls,Budget Expenditure 2006-2007 fina l 7-15-06.xls,,,,,,,,7/ 19/2006,4:22,P M
