Name: “Table 1 of 1 on page 5 of 8”,Name: “Table 1 of 1 on page 5 of 8”,Name: “Table 1 of 1 on page 5 of 8”,Name: “Table 1 of 1 on page 5 of 8”,Name: “Table 1 of 1 on page 5 of 8”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,
PRINCIPAL TAXPAYERS,PRINCIPAL TAXPAYERS,,,
Table 2: Principal Property Taxpayers in 2009,Table 2: Principal Property Taxpayers in 2009,,,
,,Real Property Taxable,Real Property Taxable,Percentage of Total
Rank,Taxpayer,,Assessed Value,Assessed Value
1,Virginia Power Co.,,"$213,915,347",1.10%
,MacArthur Shopping Center LLC,,,
2,,,"$173,032,800",0.89%
,(Taubman Co.),,,
3,"Verizon Virginia, Inc.",,"$127,474,415",0.66%
4,Norfolk Southern Corporation,,"$101,237,252",0.52%
5,Bank of America,,"$91,022,200",0.47%
6,Ford Motor Company,,"$81,588,900",0.42%
7,Military Circle Ltd. Partnership,,"$66,464,200",0.34%
8,Cox Virginia Telecom,,"$62,969,166",0.32%
9,Dominion Tower Ltd. Partnership,,"$59,223,100",0.31%
10,North Pines Associates,,"$51,557,000",0.27%
PRINCIPAL EMPLOYERS,PRINCIPAL EMPLOYERS,,,
Table 3: Principal Non-Governmental Employers in 2010,Table 3: Principal Non-Governmental Employers in 2010,Table 3: Principal Non-Governmental Employers in 2010,,
Sentara Healthcare,Sentara Healthcare,,,
Children's Hospital of the King's Daughters,Children's Hospital of the King's Daughters,,,
Norshipco,,,,
Medical College of Hampton Roads,Medical College of Hampton Roads,,,
Portfolio Recovery Association,Portfolio Recovery Association,,,
Wal Mart,,,,
Bank of America Card Services Corp,Bank of America Card Services Corp,,,
Maersk Line Limited,Maersk Line Limited,,,
Bon Secours DePaul Medical Center,Bon Secours DePaul Medical Center,,,
Virginia International Terminal,Virginia International Terminal,,,
Sentara Health Management,Sentara Health Management,,,
Tidewater Wholesale Grocery,Tidewater Wholesale Grocery,,,
ODU Research Foundation,ODU Research Foundation,,,
Farm Fresh,,,,
McDonalds,,,,
CMA CGM America,CMA CGM America,,,
The Titan Corporation,The Titan Corporation,,,
"Source: Virginia Employment Commission, 3rd Quarter 2010","Source: Virginia Employment Commission, 3rd Quarter 2010","Source: Virginia Employment Commission, 3rd Quarter 2010",,
POPULATION AND AGE,POPULATION AND AGE,,,
"As shown in Table 4, the population of the City increased by 8,400 persons in 2010, reversing four decades","As shown in Table 4, the population of the City increased by 8,400 persons in 2010, reversing four decades","As shown in Table 4, the population of the City increased by 8,400 persons in 2010, reversing four decades","As shown in Table 4, the population of the City increased by 8,400 persons in 2010, reversing four decades","As shown in Table 4, the population of the City increased by 8,400 persons in 2010, reversing four decades"
of population decline. Norfolk is the second most populous city in Virginia.,of population decline. Norfolk is the second most populous city in Virginia.,of population decline. Norfolk is the second most populous city in Virginia.,of population decline. Norfolk is the second most populous city in Virginia.,
"Table 4: Population Trend Comparison, 1960-2010","Table 4: Population Trend Comparison, 1960-2010",,,
,,Hampton Roads,,
Year,City of Norfolk,MSA,State of Virginia,U.S.
1960,"305,872","881,600","3,954,429","179,323,175"
1970,"307,951","1,058,764","4,468,479","203,211,926"
1980,"266,979","1,160,311","5,346,279","226,504,825"
1990,"261,250","1,430,974","6,189,197","249,632,692"
2000,"234,403","1,576,975","7,078,515","281,421,906"
2010,"242,803","1,671,683","8,001,024","308,745,538"
"Source: U. S. Department of Commerce, Bureau of the Census; Weldon Cooper Center for Public Service, University of","Source: U. S. Department of Commerce, Bureau of the Census; Weldon Cooper Center for Public Service, University of","Source: U. S. Department of Commerce, Bureau of the Census; Weldon Cooper Center for Public Service, University of","Source: U. S. Department of Commerce, Bureau of the Census; Weldon Cooper Center for Public Service, University of","Source: U. S. Department of Commerce, Bureau of the Census; Weldon Cooper Center for Public Service, University of"
Virginia for the 1970 and 1980 MSA population.,Virginia for the 1970 and 1980 MSA population.,,,
,,,Miscellaneous Statistical Information,437
