Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”,Name: “Table 1 of 1 on page 207 of 231”
Table: 195,Table: 195,Table: 195,Table: 195,Table: 195,Table: 195,Table: 195,Table: 195,Table: 195,Table: 195,Table: 195
,,,,,,,,,,
,,,,APPENDIX,APPENDIX,APPENDIX,,,,
,,,,TOTAL REVENUES,TOTAL REVENUES,TOTAL REVENUES,TOTAL REVENUES,,,
"After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,","After adjusting for inflation, total revenue received per Poquoson household has increased 57.7% since 2000,"
or an average of 5.8% per year.,or an average of 5.8% per year.,or an average of 5.8% per year.,,,,,,,,
,,,Total Revenue Per Household,Total Revenue Per Household,Total Revenue Per Household,Total Revenue Per Household,Total Revenue Per Household,Total Revenue Per Household,,
,,Revenue in,Revenue in,Revenue,Revenue,Revenue in,Revenue in,Revenue in,Revenue Per,Revenue Per
,,Current,Current,,Per,,2000,2000,Household,Household
Year,Year,Dollars,Dollars,Household,Household,,Dollars,Dollars,,
2001,2001,"$24,783,411","$24,783,411",,"$5,756",,"$24,783,411","$24,783,411","$5,756","$5,756"
2002,2002,"$25,687,323","$25,687,323",,"$5,941",,"$25,282,798","$25,282,798","$5,847","$5,847"
2003,2003,"$27,172,586","$27,172,586",,"$6,218",,"$26,117,843","$26,117,843","$5,977","$5,977"
2004,2004,"$29,733,770","$29,733,770",,"$6,736",,"$28,046,723","$28,046,723","$6,354","$6,354"
2005,2005,"$33,462,935","$33,462,935",,"$7,496",,"$30,555,955","$30,555,955","$6,845","$6,845"
2006,2006,"$34,304,554","$34,304,554",,"$7,533",,"$30,294,450","$30,294,450","$6,652","$6,652"
2007,2007,"$39,045,892","$39,045,892",,"$8,424",,"$33,640,526","$33,640,526","$7,258","$7,258"
2008,2008,"$40,147,113","$40,147,113",,"$8,564",,"$33,226,991","$33,226,991","$7,088","$7,088"
2009,2009,"$47,418,837","$47,418,837",,"$10,010",,"$39,206,089","$39,206,089","$8,277","$8,277"
2010,2010,"$45,560,265","$45,560,265",,"$9,582",,"$36,679,079","$36,679,079","$7,714","$7,714"
% Change,% Change,,83.8%,,66.5%,,48.0%,48.0%,34.0%,34.0%
Source:,"Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes"
"General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board)."
,,Total Revenue Per Household in 2001 Dollars,Total Revenue Per Household in 2001 Dollars,Total Revenue Per Household in 2001 Dollars,Total Revenue Per Household in 2001 Dollars,Total Revenue Per Household in 2001 Dollars,Total Revenue Per Household in 2001 Dollars,Total Revenue Per Household in 2001 Dollars,,
"$8,300",,,,,,,,,,
"$7,800",,,,,,,,,,
"$7,300",,,,,,,,,,
"$6,800",,,,,,,,,,
"$6,300",,,,,,,,,,
"$5,800",,,,,,,,,,
"$5,300",,,,,,,,,,
"$4,800",,,,,,,,,,
"$4,300",,,,,,,,,,
"$3,800",,,,,,,,,,
,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
,,,,,A-5,,,,,
