Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”,Name: “Table 1 of 1 on page 110 of 231”
Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107
,,,,,,,,,
,,,SCHOOL CONTRIBUTION,SCHOOL CONTRIBUTION,SCHOOL CONTRIBUTION,,,,
Expenditures Summary,,,,,,,,,
,,,,,,,,$,%
,,,,,FY 2011,FY 2012,,Change,Change
,,FY 2009,,FY 2010,Revised,Adopted,From 2011,From 2011,From 2011
,,Actual,,Actual,Budget,Budget,,Budget,Budget
Operation Transfer,$,"8,223,964",$,"8,244,994","$ 8,516,601","$ 8,653,353",$,"136,752",1.6%
Reappropriation,,"46,537",,"63,398","89,096",-,,"(89,096)",-100.0%
Totals,$,"8,270,501",$,"8,308,392","$ 8,605,697","$ 8,653,353",$,"47,656",0.6%
Personnel Summary,,,,,,,,,
N/A,,,,,,,,,
Goals and Objectives,,,,,,,,,
* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,* Provide a curriculum that meets the goals and objectives of the mandated State Standards of Learning,
(SOL).,,,,,,,,,
"* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment","* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment","* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment","* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment","* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment","* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment","* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment","* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment","* Increase student achievement, which can be evidenced by scores on the Virginia State Assessment",
program.,,,,,,,,,
"* Maintain a safe, comfortable environment which allows for diversity among individuals.","* Maintain a safe, comfortable environment which allows for diversity among individuals.","* Maintain a safe, comfortable environment which allows for diversity among individuals.","* Maintain a safe, comfortable environment which allows for diversity among individuals.","* Maintain a safe, comfortable environment which allows for diversity among individuals.","* Maintain a safe, comfortable environment which allows for diversity among individuals.","* Maintain a safe, comfortable environment which allows for diversity among individuals.","* Maintain a safe, comfortable environment which allows for diversity among individuals.",,
"* Encourage professionalism and mutual respect among staff, students, and the community.","* Encourage professionalism and mutual respect among staff, students, and the community.","* Encourage professionalism and mutual respect among staff, students, and the community.","* Encourage professionalism and mutual respect among staff, students, and the community.","* Encourage professionalism and mutual respect among staff, students, and the community.","* Encourage professionalism and mutual respect among staff, students, and the community.","* Encourage professionalism and mutual respect among staff, students, and the community.","* Encourage professionalism and mutual respect among staff, students, and the community.","* Encourage professionalism and mutual respect among staff, students, and the community.",
,,Poquoson High School Mascot,Poquoson High School Mascot,Poquoson High School Mascot,Poquoson High School Mascot,,,,
,,,,74,,,,,
