Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”,Name: “Table 1 of 1 on page 88 of 231”
Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85
,,,,,,,,,,,
,CORRECTIONS AND DETENTIONS,CORRECTIONS AND DETENTIONS,CORRECTIONS AND DETENTIONS,CORRECTIONS AND DETENTIONS,CORRECTIONS AND DETENTIONS,CORRECTIONS AND DETENTIONS,CORRECTIONS AND DETENTIONS,,,,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,,FY 2011,,FY 2012,Change,Change,Change
,,FY 2009,,FY 2010,,Revised,Adopted,,From 2011,From 2011,From 2011
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,-,$,-,$,-,$,-,,n/a,n/a
Operating Expenses,,"156,201",,"147,460",,"175,082",,"204,130",,"29,048",16.6%
Capital Outlay,,-,,-,,-,,-,,n/a,n/a
Totals,$,"156,201",$,"147,460",$,"175,082",$,"204,130",$,"29,048",16.6%
Personnel Summary,,,,,,,,,,,
N/A,,,,,,,,,,,
,,,,,,,,FY 2011,FY 2012,FY 2012,
,,,,FY 2009,,FY 2010,Revised,,Adopted,Adopted,
Budget Detail,,,,Actual,,Actual,,Budget,,Budget,
Adult Detention,,,$,"116,234",$,"122,057",$,"123,654","$ 165,524","$ 165,524",
Juvenile Services,,,,,,,,,,,
Juvenile Detention,,,,"28,512",,"16,638",,"42,300",,"33,200",
Project Insight,,,,"11,455",,"8,765",,"9,128",,"5,406",
Totals,,,$,"156,201",$,"147,460",$,"175,082",,"204,130",
,,,,52,,,,,,,
