Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”,Name: “Table 1 of 1 on page 62 of 231”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,
,,,,CITY MANAGER,CITY MANAGER,CITY MANAGER,CITY MANAGER,,,,,
Expenditures Summary,Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,,$,%
,,,,,,,FY 2011,,FY 2012,,Change,Change
,,,FY 2009,,FY 2010,Revised,Revised,Adopted,Adopted,From 2011,From 2011,From 2011
,,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,Personal Services,$,"387,679",$,"374,500",$,"370,898",$,"372,872",$,"1,974",0.5%
Operating Expenses,Operating Expenses,,"46,981",,"24,068",,"23,205",,"25,100",,"1,895",8.2%
Capital Outlay,Capital Outlay,,"2,096",,-,,-,,-,,-,n/a
Totals,Totals,$,"436,756",$,"398,568",$,"394,103",$,"397,972",$,"3,869",1.0%
Personnel Summary,Personnel Summary,,,,,,,,,,,
,,,,,FY 2009,,FY 2010,,FY 2011,,FY 2012,
,,,,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,
City Manager,City Manager,,,,1,,1,,1,,1,
Assistant City Manager,Assistant City Manager,,,,0.6,,0.6,,0.6,,0.6,
Deputy Emerg Management Coordinator,Deputy Emerg Management Coordinator,Deputy Emerg Management Coordinator,Deputy Emerg Management Coordinator,,1,,0,,0,,0,
Executive Assistant,Executive Assistant,,,,1,,1,,1,,1,
Secretary,Secretary,,,,1,,1,,1,,1,
Part-time (FTE),Part-time (FTE),,,,0.2,,0.2,,0.2,,0.2,
,Totals,,,,4.8,,3.8,,3.8,,3.8,
Goals and Objectives,Goals and Objectives,,,,,,,,,,,
*,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,,,,,,
*,Increase economic growth in the City.,Increase economic growth in the City.,Increase economic growth in the City.,,,,,,,,,
*,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,,,
*,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,
,,,,,26,,,,,,,
