Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”,Name: “Table 1 of 1 on page 194 of 231”
Table: 183,Table: 183,Table: 183,Table: 183,Table: 183,Table: 183,Table: 183,Table: 183,Table: 183,Table: 183,Table: 183
,,,,,,,,,,
,PARKS AND RECREATION FUND - SUMMARY,PARKS AND RECREATION FUND - SUMMARY,PARKS AND RECREATION FUND - SUMMARY,PARKS AND RECREATION FUND - SUMMARY,PARKS AND RECREATION FUND - SUMMARY,PARKS AND RECREATION FUND - SUMMARY,PARKS AND RECREATION FUND - SUMMARY,PARKS AND RECREATION FUND - SUMMARY,,
Expenditures Summary - Comparison of Years,Expenditures Summary - Comparison of Years,Expenditures Summary - Comparison of Years,Expenditures Summary - Comparison of Years,Expenditures Summary - Comparison of Years,,,,,,
,,,,,,FY 2011,,FY 2011,,FY 2012
,,FY 2009,,FY 2010,,Revised,,Estimated,,Adopted
Project,,Actual,,Actual,,Budget,,Budget,,Budget
Field,$,"173,888",$,"160,315",$,"161,701",$,"161,701",$,"171,353"
Pool,,"137,363",,"125,947",,"123,969",,"123,969",,"118,027"
Special Events,,"152,411",,"114,744",,"130,550",,"130,550",,"144,430"
Totals,$,"463,662",$,"401,006",$,"416,220",$,"416,220",$,"433,810"
,Youth Soccer Game,Youth Soccer Game,,,,,Field Hockey,Field Hockey,,
,City Pool,City Pool,,,,Special Events,Special Events,Special Events,,
,,,,,158,,,,,
