Name: “Table 1 of 1 on page 217 of 231”,Name: “Table 1 of 1 on page 217 of 231”,Name: “Table 1 of 1 on page 217 of 231”,Name: “Table 1 of 1 on page 217 of 231”,Name: “Table 1 of 1 on page 217 of 231”
Table: 205,Table: 205,Table: 205,Table: 205,Table: 205
,,,,
,,APPENDIX,,
"When viewed on a per household basis after adjusting for inflation, Other Local Tax Revenue has kept pace","When viewed on a per household basis after adjusting for inflation, Other Local Tax Revenue has kept pace","When viewed on a per household basis after adjusting for inflation, Other Local Tax Revenue has kept pace","When viewed on a per household basis after adjusting for inflation, Other Local Tax Revenue has kept pace","When viewed on a per household basis after adjusting for inflation, Other Local Tax Revenue has kept pace"
with residential development.,"In 2002, meals tax rate increased from 4.0% to 5.5% and a 10 cent cigarette","In 2002, meals tax rate increased from 4.0% to 5.5% and a 10 cent cigarette","In 2002, meals tax rate increased from 4.0% to 5.5% and a 10 cent cigarette","In 2002, meals tax rate increased from 4.0% to 5.5% and a 10 cent cigarette"
tax was instituted.,,,,
,Other Local Tax Revenue,Other Local Tax Revenue,Other Local Tax Revenue,
,Revenue in,Revenue,Revenue,Revenue
,Current,Per,in 2001,Per
Year,Dollars,Household,Dollars,Household
2001,"$1,192,543",$277,"$1,192,543",$277
2002,"$1,587,462",$367,"$1,562,463",$361
2003,"$1,594,936",$365,"$1,533,026",$351
2004,"$1,649,713",$374,"$1,556,111",$353
2005,"$1,741,665",$390,"$1,590,364",$356
2006,"$1,894,252",$416,"$1,672,819",$367
2007,"$1,533,294",$331,"$1,321,031",$285
2008,"$1,368,024",$292,"$1,132,219",$242
2009,"$1,321,878",$279,"$1,092,934",$231
2010,"$1,273,060",$268,"$1,024,899",$216
% CHANGE,6.8%,-3.3%,-14.1%,-22.2%
Source: Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Source: Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Source: Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Source: Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Source: Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.
,,A-15,,
