Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”,Name: “Table 1 of 1 on page 201 of 231”
Table: 190,Table: 190,Table: 190,Table: 190,Table: 190,Table: 190,Table: 190,Table: 190,Table: 190,Table: 190,Table: 190,Table: 190,Table: 190
,,,,,,,,,,,,
,,,FLEET MANAGEMENT FUND,FLEET MANAGEMENT FUND,FLEET MANAGEMENT FUND,FLEET MANAGEMENT FUND,- EXPENSES,- EXPENSES,,,,
Costs charged to City Departments and Schools,Costs charged to City Departments and Schools,Costs charged to City Departments and Schools,,,,,,,,,,
,,PARTS,,,,Gas & Oil,Gas & Oil,,,Overhead,Overhead,
,Actual,Actual,Budget,Budget,Actual,Actual,Budget,Budget,Actual,Actual,FY 2011,FY 2012
,FY 2009,FY 2010,FY 2011,FY 2012,FY 2009,FY 2010,FY 2011,FY 2012,FY 2009,FY 2010,Labor &,Labor &
City Manager,$65,$18,$0,$0,"$1,104",$66,$0,$0,"$1,260",$125,$0,$0
Assessor,171,0,0,0,437,0,0,0,"1,560",0,0,0
Police,"21,504","25,017","25,387","18,811","37,421","37,927","43,547","42,000","38,760","36,000","31,440","32,148"
Fire,"19,431","16,159","22,002","22,168","15,258","14,724","17,142","16,380","39,120","30,360","30,960","33,888"
Inspections,654,104,775,720,"2,146",430,"2,411",840,"2,220",432,"2,520","1,992"
Engineering,109,54,375,0,"1,433",174,"1,610",0,"1,560",309,"1,235",0
Public Works,"23,279","39,842","21,577","27,668","24,103","23,901","27,080","29,926","30,732","23,760","30,600","41,376"
General Properties,293,"1,525","5,765","1,332","1,013","2,516","1,138","2,240",960,"12,201","9,495","1,740"
Mosquito,"27,961","16,811","22,375","21,397","5,881","3,160","6,607","4,800","19,680","16,044","18,725","24,420"
Parks,"3,781","3,529",0,288,"4,942","4,395","5,552",754,"9,540",0,0,"1,248"
Planning,230,0,0,0,246,64,0,0,960,0,0,0
Hurricane Recovery,0,"7,586",0,0,0,"14,382",0,0,0,0,0,0
Utilities,"5,403","5,056","5,665","4,232","9,145","7,857","10,274","9,700","7,920","6,180","7,200","6,732"
Solid Waste - Bulky Item/Lands,"10,322","12,877","11,240","22,902","12,001","8,535","13,482","29,268","9,480","7,656","10,500","8,508"
Fleet,70,106,0,252,608,"1,375",683,400,0,0,0,0
Schools,"51,828","51,559","50,685","38,230","74,818","76,571","86,473","89,192","154,212","119,784","109,048","97,192"
Totals,"$165,101","$180,243","$165,846","$158,000","$190,556","$196,077","$216,000","$225,500","$317,964","$252,851","$251,723","$249,244"
