Name: “Table 1 of 1 on page 1 of 16”,Name: “Table 1 of 1 on page 1 of 16”,Name: “Table 1 of 1 on page 1 of 16”
Table: 1,Table: 1,Table: 1
,,
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
Community and Economic Development,Community and Economic Development,
,Business Center Index,
Organizational Chart,,2
Business Center Summary,Business Center Summary,3
Permits and Inspections,Permits and Inspections,4
Department Of Economic Development,Department Of Economic Development,6
Port Facility and Economic Development,Port Facility and Economic Development,8
Department Of Planning,Department Of Planning,9
Willett Hall,,11
Convention and Visitors Bureau,Convention and Visitors Bureau,12
Community Planning and Development Program,Community Planning and Development Program,14
New Port Community Development Authority,New Port Community Development Authority,16
Fiscal Year 2012,1,Community and Economic Development
