Name: “Table 1 of 1 on page 8 of 78”,Name: “Table 1 of 1 on page 8 of 78”,Name: “Table 1 of 1 on page 8 of 78”,Name: “Table 1 of 1 on page 8 of 78”,Name: “Table 1 of 1 on page 8 of 78”,Name: “Table 1 of 1 on page 8 of 78”,Name: “Table 1 of 1 on page 8 of 78”,Name: “Table 1 of 1 on page 8 of 78”,Name: “Table 1 of 1 on page 8 of 78”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,
"City of Chesapeake, Virginia","City of Chesapeake, Virginia",,,,,,,
FY2012-13 Operating Budget,FY2012-13 Operating Budget,,,,,,,
REVENUE BUDGET,REVENUE BUDGET,,,,ECONOMIC CONSIDERATIONS,ECONOMIC CONSIDERATIONS,ECONOMIC CONSIDERATIONS,ECONOMIC CONSIDERATIONS
Wages in Chesapeake,Wages in Chesapeake,,,,,,,
Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the,Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the,Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the,Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the,Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the,Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the,Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the,Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the,Average wages for jobs located in Chesapeake remain below state and regional averages. This is in part due to the
concentration of job creation in the service sector.,concentration of job creation in the service sector.,concentration of job creation in the service sector.,,,,,,
,,AVERAGE REAL WAGE PER JOB,AVERAGE REAL WAGE PER JOB,AVERAGE REAL WAGE PER JOB,AVERAGE REAL WAGE PER JOB,,,
,,,Constant 1990 Dollars,Constant 1990 Dollars,Constant 1990 Dollars,,,
,,(Source: Bureau of Economic Analysis ),(Source: Bureau of Economic Analysis ),(Source: Bureau of Economic Analysis ),(Source: Bureau of Economic Analysis ),,,
5%,,,,,,,,
,,,,,,,4.1%,
4%,,,,,,,,
,3.1%,,,,,,,
3.0%,,,,,,,,
,,2.6%,,,,,,
3%,,,,,,,,
2%,,,,,,,,
,,,,1.4%,1.0%,,,
1%,,,,,,,,
,,,0.1%,,,,,0.0%
0%,,,,,,,,
-1%,,,,,,,,
-2%,,,,,,,,
,,,,,,-2.1%,,
-3%,,,,,,,,
2002,2003,2004,2005,2006,2007,2008,2009,2010
,REAL WAGES (INFLATION-ADJUSTED TO 1990 CONSTANT DOLLARS),REAL WAGES (INFLATION-ADJUSTED TO 1990 CONSTANT DOLLARS),REAL WAGES (INFLATION-ADJUSTED TO 1990 CONSTANT DOLLARS),REAL WAGES (INFLATION-ADJUSTED TO 1990 CONSTANT DOLLARS),REAL WAGES (INFLATION-ADJUSTED TO 1990 CONSTANT DOLLARS),REAL WAGES (INFLATION-ADJUSTED TO 1990 CONSTANT DOLLARS),,
,,,,Hampton,,,,
Calendar Year,Virginia,Change,Roads MSA,Roads MSA,Change,Chesapeake,Chesapeake,Change
2001,"27,576",,,"23,345",,"20,697","20,697",
2002,"27,724",0.5%,,"24,054",3.0%,"21,323","21,323",3.0%
2003,"28,312",2.1%,,"24,724",2.8%,"21,978","21,978",3.1%
2004,"29,069",2.7%,,"25,105",1.5%,"22,560","22,560",2.6%
2005,"29,320",0.9%,,"25,115",0.0%,"22,593","22,593",0.1%
2006,"29,621",1.0%,,"25,602",1.9%,"22,899","22,899",1.4%
2007,"30,143",1.8%,,"26,042",1.7%,"23,125","23,125",1.0%
2008,"29,707",-1.4%,,"25,641",-1.5%,"22,649","22,649",-2.1%
2009,"30,438",2.5%,,"26,412",3.0%,"23,576","23,576",4.1%
2010,"30,839",1.3%,,"26,484",0.3%,"23,578","23,578",0.0%
FY2012-13 Operating Budget,FY2012-13 Operating Budget,,,41,,,"As Amended June 12, 2012","As Amended June 12, 2012"
