Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”,Name: “Table 1 of 1 on page 42 of 77”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
MIDDLE SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.31.2.61100 ...,1.0.31.2.61100 ...,1.0.31.2.61100 ...,,,,,PAGE 29
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"128,397","128,397",$,"180,700",$,"188,410",$,"7,710",4.3%
1140,AIDES SALARIES,AIDES SALARIES,$,"20,897","20,897",$,"53,315",$,"81,200",$,"27,885",52.3%
2100,FICA BENEFITS,FICA BENEFITS,$,"10,229","10,229",$,"17,902",$,"20,625",$,"2,723",15.2%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"12,668","12,668",$,"23,402",$,"24,338",$,936,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"14,159","14,159",$,"19,785",$,"24,411",$,"4,626",23.4%
2400,GLI BENEFITS,GLI BENEFITS,$,,672,$,-,$,-,$,-,0.0%
3000,PURCHASE/RELATED SERV.,PURCHASE/RELATED SERV.,$,"13,268","13,268",$,-,$,-,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,563","1,563",$,"2,000",$,"1,840",$,(160),-8.0%
,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,,-,$,-,$,-,$,-,100.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"6,461","6,461",$,"20,600",$,"30,100",$,"9,500",46.1%
,,TOTAL,$,"208,314","208,314",$,"317,704",$,"370,923",$,"53,220",16.8%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,,
