Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”,Name: “Table 1 of 1 on page 29 of 77”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,•,GUIDANCE,1.0.22.1 .61210 .. .,,,,,,,,PAGE 16
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"37,858",$,"39,550",$,"40,900",$,"1,350",3.4%
2100,FICA BENEFITS,,,$,"2,682",$,"3,026",$,"3,129",$,103,3.4%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"3,310",$,"3,955",$,"4,113",$,158,4.0%
2300,HEALTH BENEFITS • 23 .38%,HEALTH BENEFITS • 23 .38%,HEALTH BENEFITS • 23 .38%,$,"3,756",$,"4,230",$,"5,219",$,989,23.4%
2400,GLI BENEFITS,,,$,177,$,.,$,.,$,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"1,861",$,"2,260",$,"1,260",$,"(1 ,000)",-44.2%
,TOTAL,TOTAL,TOTAL,$,"49,644",$,"53,021",$,"54,621",$,"1,600",3.0%
BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,,,,,,,,,
