Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”,Name: “Table 1 of 1 on page 69 of 77”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,,,,,,,
TITLE V,• PRIMARY SCHOOL,• PRIMARY SCHOOL,1.2.21.1.611 00 .....,1.2.21.1.611 00 .....,,,,,,,,PAGE,56
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1140,AIDE SALARY,,,$,"4,873",$,"4,784",$,"5,088",$,304,,6.4%
8200 EQUIPMENT,8200 EQUIPMENT,,,$,-,$,-,$,-,$,.,,0.0%
,,,TOTAL,$,"4,873",$,"4,784",$,"5,088",$,304,,6.4%
TITLE V •,ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,1.2.22.1.61100 .....,1.2.22.1.61100 .....,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
1120 SALARIES,1120 SALARIES,,,$,-,$,.,$,-,$,-,,0.0%
1140 AIDES SALARIES,1140 AIDES SALARIES,,,$,-,$,-,$,-,$,-,,0.0%
8200 EQUIPMENT,8200 EQUIPMENT,,,$,-,$,-,$,-,$,-,,0.0%
,,,TOTAL,$,.,$,.,$,.,$,.,,0.0%
TITLE V •,MIDDLE SCHOOL,MIDDLE SCHOOL,1.2.31.1.61100 .....,1.2.31.1.61100 .....,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%,
8200 EQUIPMENT,8200 EQUIPMENT,,,$,"4,452",$,"4,785",$,,$,"(4,785)",-100.0%,-100.0%
,,,TOTAL,$,"4,452",$,"4,785",$,,$,"(4,785)",-100.0%,-100.0%
TITLE V •,HIGH SCHOOL,1.2.32.1.61100 .....,1.2.32.1.61100 .....,,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%,
3000 SOL PROF. CURRICULUM,3000 SOL PROF. CURRICULUM,3000 SOL PROF. CURRICULUM,,$,,$,-,$,-,$,-,,0.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,,$,-,$,"5,088",$,"5,088",100.0%,100.0%
8200 EQUIPMENT,8200 EQUIPMENT,,,$,,$,-,$,-,$,-,,0.0%
,,,TOTAL,$,,$,-,$,"5,088",$,"5,088",,0.0%
,TOTAL TITLE V,·ALL,,$,"9,325",$,"9,569",$,"10,176/",$,607,,6.3%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,,
