Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”,Name: “Table 1 of 1 on page 43 of 77”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
MIDDLE SCHOOL,MIDDLE SCHOOL,·VOCATIONAL INSTRUCTION,·VOCATIONAL INSTRUCTION,1.0.31.3.61100 .. .,1.0.31.3.61100 .. .,,,,,,PAGE 30
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"87,656",$,"91,250",$,"94,500",$,"3,250",3.6%
2100,FICA BENEFITS,FICA BENEFITS,$,"6,453",$,"6,981",$,"7,229",$,249,3.6%
2210,VRS BENEFITS - 9.44%,VRS BENEFITS - 9.44%,$,"7,625",$,"9,125",$,"9,490",$,365,4 .0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"4,181",$,"7,020",$,"8,661",$,"1,641",23.4%
2400,GLI BENEFITS,GLI BENEFITS,$,441,$,-,$,.,$,.,0.0%
5500,TRAVEL,,$,544,$,650,$,650,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"4,079",$,"5,020",$,"4,618",$,(402),-8.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"1,959",$,"2,500",$,"2,500",$,-,0.0%
,,TOTAL,$,"112,939",$,"122,546",$,"127,649",$,"5,103",4.2%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
