Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”,Name: “Table 1 of 1 on page 57 of 77”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,DIVISION WIDE HEALTH SERVICES,DIVISION WIDE HEALTH SERVICES,DIVISION WIDE HEALTH SERVICES,1.0.90.0.62220 ... ..,1.0.90.0.62220 ... ..,,,,,PAGE 44
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1131,SCHOOL NURSES,,,$,"104,954",$,"109,550",$,"113,932",$,"4,382",4.0%
1132,SUBSTITUTE NURS ES,SUBSTITUTE NURS ES,,$,"2,215",$,"2,140",$,"3,140",$,"1,000",46.7%
1620,SUPPLEMENT SALARY,SUPPLEMENT SALARY,,$,"1,046",$,"1,055",$,"1,055",$,-,0.0%
2100,FICA BENEFITS,,,$,"8,152",$,"8,625",$,"9,037",$,412,4.8%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,,$,"7,299",$,"10,955",$,"11,393",$,438,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,,$,"4,697",$,"5,865",$,"7,236",$,"1,371",23.4%
2400,GLI BENEFITS,,,$,391,$,-,$,-,$,-,0.0%
,STAFF DEVELOPMENT,STAFF DEVELOPMENT,,$,,$,500,$,500,$,-,0.0%
5500 TRAVEL A & H,5500 TRAVEL A & H,,,$,357,$,850,$,850,$,-,0.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,"3,699",$,"5,000",$,"5,000",$,-,0.0%
6015 HEPATITIS-B VACCINE,6015 HEPATITIS-B VACCINE,6015 HEPATITIS-B VACCINE,,$,"1,473",$,"2,000",$,"2,000",$,-,0.0%
,,,TOTAL,$,"134,283",$,"146,540",$,"154,143",$,"7,603",5.2%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
