Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”,Name: “Table 1 of 1 on page 54 of 77”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
SCHOOL BOARD,1.0.90.0.6211 0 ....•,,,,,,,,,PAGE 41
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1110 CLERK OF THE BOARD,,$,"1,735",$,"1,795",$,"1,805",$,10,0.6%
1111,BOARD MEMBERS,$,"3,060",$,"3,060",$,"3,060",$,.,0.0%
2100,FICA BENEFITS,$,367,$,371,$,372,$,1,0.2%
,TOTAL,$,"5,162",$,"5,226",$,"5,237",$,11,0.2%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
