Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”,Name: “Table 1 of 1 on page 55 of 77”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,,,
,,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
DIVISION WIDE,DIVISION WIDE,-,ADMINISTRATION,1.0.90.0.62120 .. ...,1.0.90.0.62120 .. ...,,,,,,,,PAGE42
CODE,,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1112,SUPERINTENDENT SALARY,SUPERINTENDENT SALARY,SUPERINTENDENT SALARY,,$,"96,557",$,"96,528",$,"100,389",$,"3,861",4.0%
1112,SUPERINTENDENT'S SUPPLEMENT,SUPERINTENDENT'S SUPPLEMENT,SUPERINTENDENT'S SUPPLEMENT,SUPERINTENDENT'S SUPPLEMENT,$,"2,500",$,"2,500",$,"2,500",$,-,0.0%
1113,ASST. SUPERINTENDENT,ASST. SUPERINTENDENT,ASST. SUPERINTENDENT,,$,"72,283",$,"77,975",$,"82,000",$,"4,025",5.2%
1130,OTHER PROFESSIONAL,OTHER PROFESSIONAL,OTHER PROFESSIONAL,,$,"185,015",$,"197,300",$,"276,750",$,"79,450",40 .3%
1150,CLERICAL SALARIES,CLERICAL SALARIES,CLERICAL SALARIES,,$,"155,744",$,"187,700",$,"225,000",$,"37,300",19.9%
1151,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,,$,"2,021",$,"2,000",$,"5,000",$,"3,000",150.0%
1520,IN SCHOOL PAYROLL,IN SCHOOL PAYROLL,IN SCHOOL PAYROLL,,$,"48,185",$,-,$,-,$,-,0.0%
2100,FICA BENEFITS,FICA BENEFITS,FICA BENEFITS,,$,"41,239",$,"42,817",$,"52,910",$,"10,093",23.6%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,,$,"42,734",$,"55,770",$,"58,001",$,"2,231",4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,,$,"27,355",$,"33,876",$,"41,796",$,"7,920",23.4%
2400,GLI BENEFITS,GLI BENEFITS,GLI BENEFITS,,$,"2,956",$,-,$,,$,-,0.0%
2700,WORKERS COMPENSATION,WORKERS COMPENSATION,WORKERS COMPENSATION,,$,"4,200",$,"4,000",$,"4,600",$,600,15.0%
3000,PURCHASE SERVICES,PURCHASE SERVICES,PURCHASE SERVICES,,$,"13,813",$,"36,000",$,"39,600",$,"3,600",10.0%
3002,OTHER ADMINISTRATIVE,OTHER ADMINISTRATIVE,OTHER ADMINISTRATIVE,,$,"43,759",$,"28,000",$,"26,622",$,"(1,378)",-4.9%
3003,ELECTRONIC CONVERSION OF DOCUMENTS,ELECTRONIC CONVERSION OF DOCUMENTS,ELECTRONIC CONVERSION OF DOCUMENTS,ELECTRONIC CONVERSION OF DOCUMENTS,$,-,$,,$,-,$,-,100.0%
3004,MASTERS PROGRAM - VCU,MASTERS PROGRAM - VCU,MASTERS PROGRAM - VCU,,$,-,$,-,$,-,$,-,100.0%
5400,LEASES & RENTALS,LEASES & RENTALS,LEASES & RENTALS,,$,"30,768",$,"35,020",$,"36,771",$,"1,751",5.0%
5500,TRAVEL,,,,$,"8,964",$,"10,200",$,"10,200",$,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,"12,883",$,"10,140",$,"8,140",$,"(2,000)",-19.7%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,,$,60,$,"2,000",$,"1,757",$,(243),-12.2%
,,,,TOTAL,$,"791,035",$,"821,826",$,"972,037",$,"150,211",18.3%
BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,,,,,,,,,
