Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,
,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
,STATE REVENUE,,2001/2002,,2002/2003,,2003/2004,+INCREASE,+INCREASE,PAGE 2
CODE,BUDGET FUNCTION,,RECEIVED,,ESTIMATED,,PROJECTED,(-DECREASE),(-DECREASE),%
2402020 BASIC AID,2402020 BASIC AID,$,"4,884,215",$,"5,326,543",$,"5,506,117",$,"179,574",3.4%
2402030 GED FUNDING IISAEP FUNDING,2402030 GED FUNDING IISAEP FUNDING,$,"8,203",$,"7,859",$,"7,859",$,-,0.0%
2402040 REMEDIAL SUMMER SCHOOL,2402040 REMEDIAL SUMMER SCHOOL,$,"22,086",$,"22,616",$,"28,091",$,"5,475",24.2%
2402050 FOSTER CARE- REGULAR,2402050 FOSTER CARE- REGULAR,$,-,$,-,$,-,$,-,0 .0%
2402060 GENERAL ADULT EDUCATION,2402060 GENERAL ADULT EDUCATION,$,"1,781",$,-,$,-,$,-,0.0%
2402070 GIFTED & TALENTED SOQ,2402070 GIFTED & TALENTED SOQ,$,"58,989",$,"59,557",$,"59,968",$,411,0.7%
2402080 STATE REMEDIAL SOQ,2402080 STATE REMEDIAL SOQ,$,"34,411",$,"19,997",$,"19,989",$,(8),0.0%
2402090 ENROLLMENT LOSS,2402090 ENROLLMENT LOSS,$,,$,-,$,"6,208",$,"6,208",0 .0%
2402120 SPECIAL EDUCATION SOQ,2402120 SPECIAL EDUCATION SOQ,$,"312,972",$,"553,258",$,"551,370",$,"(1 ,888)",-0 .3%
2402130 COMPOSITE INDEX,2402130 COMPOSITE INDEX,$,-,$,-,$,-,$,-,0.0%
