Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”,Name: “Table 1 of 1 on page 72 of 77”
Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
REMEDIAL SUMMER SCHOOL,REMEDIAL SUMMER SCHOOL,1.6.90.6.611 00 .....,1.6.90.6.611 00 .....,,,,,,,,PAGE 59
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,$,"24,971",$,"21 ,513",$,"22,506",$,993,4.6%
,Transportation,,$,"2,142",$,"3,300",$,"3,435",$,135,4.1%
"1120 K, 1, 2, SUMMER SCHOOL CLASSES","1120 K, 1, 2, SUMMER SCHOOL CLASSES","1120 K, 1, 2, SUMMER SCHOOL CLASSES",$,.,$,-,$,.,$,-,100.0%
2100,FICA BENEFITS,,$,"1,910",$,"1,898",$,"1,722",$,(1 76),-9.3%
6000,MATERIALS I SUPPLIES,,$,916,$,"2,150",$,"2,1 50",$,.,0.0%
,,TOTAL,$,"29,940",$,"28,861",$,"29,813",$,952,3.3%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
