Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”,Name: “Table 1 of 1 on page 30 of 77”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,•,SOCIAL WORKER,,1.0.22.1.61220 ...,,,,,,,PAGE 17
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1110,SOCIAL WORKER SALARIES,SOCIAL WORKER SALARIES,SOCIAL WORKER SALARIES,$,"21,830",$,"22,703",$,"23,600",$,897,4.0%
2100,FICA BENEFITS,,,$,"1,670",$,"1,737",$,"1,805",$,69,4.0%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"1,901",$,"2,270",$,"2,361",$,91,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,415,$,"1,252",$,"1,545",$,293,23.4%
2400,GLI BENEFITS,,,$,102,$,-,$,.,$,-,0.0%
,,TOTAL,TOTAL,$,"25,918",$,"27,962",$,"29,311",$,"1,349",4.8%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
