Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”,Name: “Table 1 of 1 on page 26 of 77”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
PRIMARY SCHOOL,•,GIFTED & TALENTED,1.0.21.4.61100 .. •,,,,,,,,PAGE 13
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"42,513",$,"44,050",$,"46,307",$,"2,257",5.1%
2100,FICA BENEFITS,FICA BENEFITS,$,"2,657",$,"3,370",$,"3,542",$,173,5.1%
2210,VRS BENEFITS · 9.44%,VRS BENEFITS · 9.44%,$,31,$,"4,405",$,"4,581",$,176,4.0%
2300,HEALTH BENEFITS • 23.38%,HEALTH BENEFITS • 23.38%,$,.,$,"4,291",$,"5,294",$,"1,003",23.4%
2400,GLI BENEFITS,,$,1,$,-,$,-,$,-,0.0%
3800,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,375,$,400,$,400,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,596,$,600,$,552,$,(48),-8.0%
,,TOTAL,$,"46,173",$,"57,116",$,"60,677",$,"3,561",6.2%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
