Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”,Name: “Table 1 of 1 on page 50 of 77”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
HIGH SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.32.2.611 00 .....,1.0.32.2.611 00 .....,1.0.32.2.611 00 .....,,,,,PAGE 37
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"186,362",$,"195,250",$,"208,000",$,"12,750",6.5%
1140,AIDES SALARIES,AIDES SALARIES,$,"21,176",$,"22,500",$,"23,800",$,"1,300",5.8%
2100,FICA BENEFITS,FICA BENEFITS,$,"15,500",$,"16,551",$,"17,733",$,"1,182",7.1%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"18,073",$,"21,635",$,"22,500",$,865,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"10,161",$,"12,100",$,"14,929",$,"2,829",23.4%
2400,GLI BENEFITS,GLI BENEFITS,$,969,$,,$,-,$,-,0.0%
3000,PURCHASE/RELATED SERV.,PURCHASE/RELATED SERV.,$,"9,539",$,-,$,-,$,-,0.0%
3810,TUITION PAID INSTATE,TUITION PAID INSTATE,$,"10,974",$,"25,000",$,"26,250",$,"1,250",5.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,021",$,"1,000",$,"1,000",$,-,0.0%
,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,-,$,-,$,-,$,-,100.0%
7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,$,"47,136",$,"50,190",$,"59,690",$,"9,500",18.9%
,,TOTAL,$,"320,910",$,"344,226",$,"373,902",$,"29,676",8.6%
BUDGET 2003 2004 final as of 6-1 7-03.xls,BUDGET 2003 2004 final as of 6-1 7-03.xls,BUDGET 2003 2004 final as of 6-1 7-03.xls,,,,,,,,,
