Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”,Name: “Table 1 of 1 on page 25 of 77”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
PRIMARY SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.21.2.61100 ...,1.0.21.2.61100 ...,,,,,PAGE 12
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,200112002,,200212003,,200312004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"159,555",$,"175,158",$,"200,040",$,"24,882",14.2%
1140,AIDES SALARIES,AIDES SALARIES,$,"48,733",$,"51,000",$,"53,025",$,"2,025",4.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"15,490",$,"18,908",$,"19,359",$,451,2.4%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"18,889",$,"24,716",$,"25,705",$,989,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"14,782",$,"20,498",$,"24,290",$,"3,792",18.5%
2400,GLI BENEFITS,,$,"1,012",$,-,$,-,$,-,0.0%
3000,PURCHASE I RELATED SERV.,PURCHASE I RELATED SERV.,$,"29,252",$,"10,000",$,"11,000",$,"1,000",10.0%
3001,PRESCHOOL HANDICAPPED,PRESCHOOL HANDICAPPED,$,"1,925",$,"13,000",$,"13,000",$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,982",$,"3,000",$,"2,760",$,{240),-8.0%
,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,"1,670",$,-,$,-,$,-,100.0%
7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,$,"46,333",$,"23,175",$,"43,366",$,"20,191",87.1%
,,TOTAL,$,"339,624",$,"339,455",$,"392,545",$,"53,090",15.6%
BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,,,,,,,,,
