Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”,Name: “Table 1 of 1 on page 38 of 77”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
MIDDLE SCHOOL - INSTRUCTION,MIDDLE SCHOOL - INSTRUCTION,1.0.31.1.61100 ...,,,,,,,,PAGE 25
CODE,BUDGET FUNCTION,,200112002,,2002/2003,,2003/2004,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),o/o
1120,INSTRUCTIONAL SALARIES,$,"1,307,577",$,"1,331,500",$,"1,349,200",$,"17,700",1.3%
1140,AIDES SALARIES,$,-,$,-,$,-,$,-,0.0%
1520,SUBSTITUTE TEACHER,$,"32,057",$,"25,050",$,"35,050",$,"10,000",39.9%
1620,SUPPLEMENTAL SALARIES,$,"13,369",$,"17,350",$,"12,350",$,"(5,000)",-28.8%
2100,FICA BENEFITS,$,"102,700",$,"106,289",$,"107,222",$,933,0.9%
2210,VRS BENEFITS- 9.44%,$,"112,670",$,"134,700",$,"141,000",$,"6,300",4.7%
2300,HEALTH BENEFITS - 23.38%,$,"55,918",$,"76,247",$,"91 ,747",$,"15,500",20.3%
2400,GLI BENEFITS,$,"6,038",$,-,$,-,$,,0.0%
2800,EARLY RETIREMENT PAY,$,-,$,-,$,-,$,-,0.0%
3000,OTHER INSTRUCTIONAL COST,$,"7,056",$,"7,750",$,"7,750",$,-,0.0%
3001,TITLE II MATH I SCIENCE,$,-,$,-,$,-,$,-,0.0%
5500,TRAVEL,$,127,$,"2,165",$,"2,190",$,25,1.2%
,STAFF DEVELOP./BLOCK SCHED.,$,-,$,,$,-,$,-,0.0%
6000,MATERIALS & SUPPLIES,$,"25,719",$,"28,155",$,"25,903",$,"(2,252)",-8.0%
6020,TEXTBOOKS,$,"4,617",$,"15,000",$,"13,800",$,"(1 ,200)",-8.0%
6031,REMEDIAL SUPPLIES,$,"2,077",$,"2,11 0",$,"1,941",$,(169),-8.0%
6033,SOL MATERIALS,$,"3,469",$,,$,-,$,-,0.0%
8200,EQUIPMENT ADDITIONS,$,570,$,"3,000",$,"2,760",$,(240),-8.0%
8201,OTHER USE OF FUNDS,$,-,$,"1,585",$,"1,458",$,(127),-8.0%
8203,VO.ED./ DISADVANTAGED,$,"5,971",$,"7,307",$,"7,307",$,-,0.0%
,TOTAL,$,"1,679,934",$,"1,758,208",$,"1,799,678",$,"41,470",2.4%
,4% increase in teacher salaries,,,,,,,,,
,6% increase in paraeducator salaries,,,,,,,,,
,23.38% increase in health insurance,,,,,,,,,
,Title II Math Science moved to end of budget- page 55 (No Child Left Behind),Title II Math Science moved to end of budget- page 55 (No Child Left Behind),Title II Math Science moved to end of budget- page 55 (No Child Left Behind),Title II Math Science moved to end of budget- page 55 (No Child Left Behind),Title II Math Science moved to end of budget- page 55 (No Child Left Behind),,,,,
,Mileage rate increased from 24 cents to 32 cents,Mileage rate increased from 24 cents to 32 cents,,,,,,,,
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,
