Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”,Name: “Table 1 of 1 on page 33 of 77”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,1.0.22.2.611 00 .. .,1.0.22.2.611 00 .. .,1.0.22.2.611 00 .. .,,,PAGE 20
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"119,597",$,"157,525",$,"163,000",$,"5,475",3.5%
1140,AIDES SALARI ES,,$,"59,695",$,"81,175",$,"73,350",$,"(7,825)",-9.6%
2100,FICA BENEFITS,,$,"13,900",$,"16,463",$,"18,081",$,"1,618",9.8%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"15,654",$,"21,520",$,"22,381",$,861,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"12,835",$,"10,526",$,"12,987",$,"2,461",23.4%
2400,GLI BENEFITS,,$,839,$,-,$,-,$,-,0.0%
3000,PURCHASE/RELATED SERVICE,PURCHASE/RELATED SERVICE,$,125,$,-,$,-,$,-,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"2,537",$,"3,500",$,"3,000",$,(500),-14.3%
,ASSISTIVE TECHNOLOGY,ASSISTIVE TECHNOLOGY,$,-,$,-,$,-,$,-,100.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,-,$,"23,175",$,"21,630",$,"(1 ,545)",-6.7%
9000,PARENT RESOURCE CENTER,PARENT RESOURCE CENTER,$,"4,578",$,"4,580",$,"4,780",$,200,4.4%
,TOTAL,TOTAL,$,"229,759",$,"318,464",$,"319,209",$,745,0.2%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
